GeneID	GeneName	seed	spikelet	stem
SORBI_3006G224000	SORBI_3006G224000		12	6
SORBI_3006G224100	SORBI_3006G224100	8	17	16
SORBI_3006G224200	SORBI_3006G224200	3	0.9	
SORBI_3006G224300	SORBI_3006G224300	13	9	12
SORBI_3006G224400	SORBI_3006G224400	1	41	
SORBI_3006G224800	SORBI_3006G224800	24	21	33
SORBI_3006G225100	SORBI_3006G225100	3	6	9
SORBI_3006G225200	SORBI_3006G225200	0.7	6	3
SORBI_3006G225300	SORBI_3006G225300	31	35	38
SORBI_3006G225400	SORBI_3006G225400	28	22	42
SORBI_3006G225500	SORBI_3006G225500			2
SORBI_3006G225600	SORBI_3006G225600	27	46	81
SORBI_3006G225800	SORBI_3006G225800	1	3	4
SORBI_3006G225900	SORBI_3006G225900	8	13	17
SORBI_3006G226000	SORBI_3006G226000	1	3	5
SORBI_3006G226100	SORBI_3006G226100	165	265	445
SORBI_3006G226200	SORBI_3006G226200	5	100	46
SORBI_3006G226300	SORBI_3006G226300	30	33	54
SORBI_3006G226400	SORBI_3006G226400	4	2	2
SORBI_3006G226500	SORBI_3006G226500	29	30	43
SORBI_3006G226601	SORBI_3006G226601	12	36	20
SORBI_3006G226700	SORBI_3006G226700	3	22	26
SORBI_3006G226800	SORBI_3006G226800	13		0.7
SORBI_3006G226900	SORBI_3006G226900	0.5	12	8
SORBI_3006G227000	SORBI_3006G227000		3	1
SORBI_3006G227050	SORBI_3006G227050		4	
SORBI_3006G227200	SORBI_3006G227200	4	21	8
SORBI_3006G227300	SORBI_3006G227300	3	15	7
SORBI_3006G227400	SORBI_3006G227400	9	14	6
SORBI_3006G227500	SORBI_3006G227500	4		
SORBI_3006G227600	SORBI_3006G227600			0.5
SORBI_3006G227750	SORBI_3006G227750	0.6	2	
SORBI_3006G227800	SORBI_3006G227800			3
SORBI_3006G227900	SORBI_3006G227900		1	2
SORBI_3006G228000	SORBI_3006G228000	99	58	4
SORBI_3006G228100	SORBI_3006G228100		1	6
SORBI_3006G228200	SORBI_3006G228200		1	5
SORBI_3006G228300	SORBI_3006G228300	3	13	18
SORBI_3006G228500	SORBI_3006G228500	58	86	121
SORBI_3006G228700	SORBI_3006G228700	15	33	88
SORBI_3006G228833	SORBI_3006G228833	3	5	3
SORBI_3006G229200	SORBI_3006G229200	1	22	
SORBI_3006G229300	SORBI_3006G229300	2	6	8
SORBI_3006G229600	SORBI_3006G229600	4	2	2
SORBI_3006G230000	SORBI_3006G230000		5	
SORBI_3006G230300	SORBI_3006G230300	3	7	10
SORBI_3006G230400	SORBI_3006G230400	5	43	19
SORBI_3006G230500	SORBI_3006G230500	21	18	38
SORBI_3006G230600	SORBI_3006G230600	0.5	0.5	1
SORBI_3006G230700	SORBI_3006G230700	12	21	43
SORBI_3006G230800	SORBI_3006G230800	23	14	19
SORBI_3006G230900	SORBI_3006G230900	5	5	7
SORBI_3006G231100	SORBI_3006G231100	14	7	25
SORBI_3006G231200	SORBI_3006G231200	28	19	29
SORBI_3006G231266	SORBI_3006G231266	7	14	13
SORBI_3006G231332	SORBI_3006G231332	140	59	81
SORBI_3006G231400	SORBI_3006G231400	2	3	3
SORBI_3006G231500	SORBI_3006G231500	17	27	25
SORBI_3006G231600	SORBI_3006G231600		1	1
SORBI_3006G231700	SORBI_3006G231700	246	240	270
SORBI_3006G231800	SORBI_3006G231800	12	17	31
SORBI_3006G231900	SORBI_3006G231900	9	16	9
SORBI_3006G232000	SORBI_3006G232000	9	17	24
SORBI_3006G232100	SORBI_3006G232100	0.6	1	
SORBI_3006G232200	SORBI_3006G232200	50	120	132
SORBI_3006G232300	SORBI_3006G232300	3	2	3
SORBI_3006G232400	SORBI_3006G232400	14	6	13
SORBI_3006G232500	SORBI_3006G232500	15	10	6
SORBI_3006G232600	SORBI_3006G232600	32	33	47
SORBI_3006G232700	SORBI_3006G232700		15	
SORBI_3006G232800	SORBI_3006G232800	30	59	36
SORBI_3006G232900	SORBI_3006G232900		1	2
SORBI_3006G233000	SORBI_3006G233000	9	16	23
SORBI_3006G233100	SORBI_3006G233100	27	80	114
SORBI_3006G233200	SORBI_3006G233200		1	1
SORBI_3006G233300	SORBI_3006G233300	15	17	22
SORBI_3006G233400	SORBI_3006G233400		0.5	2
SORBI_3006G233500	SORBI_3006G233500	2	4	31
SORBI_3006G233600	SORBI_3006G233600			3
SORBI_3006G233700	SORBI_3006G233700	10	20	45
SORBI_3006G233800	SORBI_3006G233800	0.7		1
SORBI_3006G233900	SORBI_3006G233900	0.9	0.9	2
SORBI_3006G234000	SORBI_3006G234000	0.6		2
SORBI_3006G234100	SORBI_3006G234100	10	88	42
SORBI_3006G234200	SORBI_3006G234200			0.5
SORBI_3006G234300	SORBI_3006G234300	4	10	8
SORBI_3006G234400	SORBI_3006G234400	1	137	0.8
SORBI_3006G234433	SORBI_3006G234433	6		2
SORBI_3006G234500	SORBI_3006G234500	0.9	3	1
SORBI_3006G234601	SORBI_3006G234601	4	6	14
SORBI_3006G234700	SORBI_3006G234700	29	37	40
SORBI_3006G234900	SORBI_3006G234900		0.8	
SORBI_3006G235100	SORBI_3006G235100	2		
SORBI_3006G235200	SORBI_3006G235200	2	7	1
SORBI_3006G235300	SORBI_3006G235300	12	25	63
SORBI_3006G235350	SORBI_3006G235350	2	14	7
SORBI_3006G235400	SORBI_3006G235400	2	5	6
SORBI_3006G235500	SORBI_3006G235500	94	430	171
SORBI_3006G235600	SORBI_3006G235600	19	16	37
SORBI_3006G235700	SORBI_3006G235700	6	9	14
SORBI_3006G235800	SORBI_3006G235800	103	104	154
SORBI_3006G235900	SORBI_3006G235900	137	139	196
SORBI_3006G236000	SORBI_3006G236000	12	20	25
SORBI_3006G236300	SORBI_3006G236300		338	
SORBI_3006G236400	SORBI_3006G236400	0.6	12	
SORBI_3006G236500	SORBI_3006G236500	50	49	86
SORBI_3006G236600	SORBI_3006G236600	0.6		1
SORBI_3006G236700	SORBI_3006G236700	18	9	25
SORBI_3006G236800	SORBI_3006G236800	33	25	26
SORBI_3006G236900	SORBI_3006G236900	2	0.6	3
SORBI_3006G237000	SORBI_3006G237000	30	36	42
SORBI_3006G237100	GATA	20	26	35
SORBI_3006G237200	SORBI_3006G237200	21	52	43
SORBI_3006G237300	SORBI_3006G237300	11	27	27
SORBI_3006G237400	SORBI_3006G237400	18	29	56
SORBI_3006G237500	SORBI_3006G237500	2	2	4
SORBI_3006G237600	SORBI_3006G237600	0.6		1
SORBI_3006G237700	SORBI_3006G237700	5	550	1
SORBI_3006G237800	SORBI_3006G237800			5
SORBI_3006G237900	SORBI_3006G237900	23	20	27
SORBI_3006G238000	SORBI_3006G238000		6	407
SORBI_3006G238100	SORBI_3006G238100		0.5	19
SORBI_3006G238200	SORBI_3006G238200	2	6	4
SORBI_3006G238300	SORBI_3006G238300	0.6		
SORBI_3006G238400	SORBI_3006G238400	0.9	2	3
SORBI_3006G238500	SORBI_3006G238500	0.6	20	
SORBI_3006G238600	SORBI_3006G238600	15	27	40
SORBI_3006G238700	SORBI_3006G238700	20	39	39
SORBI_3006G238900	SORBI_3006G238900	3	0.6	0.6
SORBI_3006G239000	SORBI_3006G239000	335	50	85
SORBI_3006G239100	SORBI_3006G239100		1	0.8
SORBI_3006G239300	SORBI_3006G239300	46	62	31
SORBI_3006G239400	SORBI_3006G239400	3	9	12
SORBI_3006G239500	SORBI_3006G239500		0.6	
SORBI_3006G239600	SORBI_3006G239600	2	217	
SORBI_3006G239700	SORBI_3006G239700		0.5	
SORBI_3006G239800	SORBI_3006G239800	36	58	111
SORBI_3006G239900	SORBI_3006G239900			0.9
SORBI_3006G240100	SORBI_3006G240100	11	17	19
SORBI_3006G240300	SORBI_3006G240300	2	4	6
SORBI_3006G240400	SORBI_3006G240400	29	40	43
SORBI_3006G240500	SORBI_3006G240500	11	24	53
SORBI_3006G240700	SORBI_3006G240700	7	25	17
SORBI_3006G240800	SORBI_3006G240800	5	17	14
SORBI_3006G240900	SORBI_3006G240900	10	5	19
SORBI_3006G241200	SORBI_3006G241200			1
SORBI_3006G241350	SORBI_3006G241350	3	9	10
SORBI_3006G241400	SORBI_3006G241400	1	0.8	5
SORBI_3006G241600	SORBI_3006G241600	13	15	30
SORBI_3006G241800	SORBI_3006G241800	3	7	35
SORBI_3006G241900	SORBI_3006G241900	8	18	20
SORBI_3006G242000	SORBI_3006G242000	250	621	1181
SORBI_3006G242100	SORBI_3006G242100	18	24	28
SORBI_3006G242300	SORBI_3006G242300	61	87	135
SORBI_3006G242401	SORBI_3006G242401	11	10	14
SORBI_3006G242500	SORBI_3006G242500	6	11	15
SORBI_3006G242900	SORBI_3006G242900		3	1
SORBI_3006G243000	SORBI_3006G243000	4	4	5
SORBI_3006G243100	SORBI_3006G243100	9	8	14
SORBI_3006G243200	SORBI_3006G243200	12	16	73
SORBI_3006G243400	SORBI_3006G243400	49	72	92
SORBI_3006G243500	SORBI_3006G243500	19	30	43
SORBI_3006G243600	SORBI_3006G243600		5	
SORBI_3006G243700	SORBI_3006G243700	0.7	2	3
SORBI_3006G243800	SORBI_3006G243800		0.7	2
SORBI_3006G244000	SORBI_3006G244000	9	5	3
SORBI_3006G244100	SORBI_3006G244100		5	
SORBI_3006G244200	SORBI_3006G244200		2	
SORBI_3006G244300	SORBI_3006G244300	29	38	51
SORBI_3006G244400	SORBI_3006G244400	10	77	4
SORBI_3006G244500	SORBI_3006G244500	73	3	2
SORBI_3006G244600	SORBI_3006G244600	57	52	61
SORBI_3006G244700	SORBI_3006G244700	20	35	39
SORBI_3006G244800	SORBI_3006G244800	134	393	291
SORBI_3006G244900	SORBI_3006G244900	60	54	81
SORBI_3006G245000	SORBI_3006G245000	4	9	10
SORBI_3006G245100	SORBI_3006G245100	128	52	89
SORBI_3006G245200	SORBI_3006G245200	12	13	16
SORBI_3006G245300	SORBI_3006G245300	2	9	7
SORBI_3006G245400	SORBI_3006G245400	196	275	416
SORBI_3006G245500	SORBI_3006G245500	9	1	6
SORBI_3006G245600	SORBI_3006G245600	0.7	2	5
SORBI_3006G245700	SORBI_3006G245700	55	62	75
SORBI_3006G245800	SORBI_3006G245800	4	3	6
SORBI_3006G245900	SORBI_3006G245900	15	16	27
SORBI_3006G246001	SORBI_3006G246001	5	7	5
SORBI_3006G246100	SORBI_3006G246100	1	10	11
SORBI_3006G246200	SORBI_3006G246200	0.7	6	10
SORBI_3006G246300	SORBI_3006G246300	6	17	40
SORBI_3006G246400	SORBI_3006G246400		0.6	0.7
SORBI_3006G246500	SORBI_3006G246500		0.9	1
SORBI_3006G246900	SORBI_3006G246900	16	41	70
SORBI_3006G247000	SORBI_3006G247000	4	36	0.9
SORBI_3006G247100	SORBI_3006G247100	243	607	609
SORBI_3006G247500	SORBI_3006G247500			2
SORBI_3006G247700	SORBI_3006G247700		2	3
SORBI_3006G247800	SORBI_3006G247800	12	2	19
SORBI_3006G247900	SORBI_3006G247900	14	15	24
SORBI_3006G248000	SORBI_3006G248000	10		
SORBI_3006G248100	SORBI_3006G248100	1		
SORBI_3006G248200	SORBI_3006G248200	1	25	18
SORBI_3006G248300	SORBI_3006G248300	18	58	32
SORBI_3006G248350	SORBI_3006G248350	16	44	45
SORBI_3006G248400	SORBI_3006G248400	37	53	55
SORBI_3006G248500	SORBI_3006G248500	7	5	9
SORBI_3006G248600	SORBI_3006G248600	2		0.5
SORBI_3006G248700	SORBI_3006G248700	5	8	7
SORBI_3006G248801	SORBI_3006G248801		3	
SORBI_3006G248900	SORBI_3006G248900	23	25	26
SORBI_3006G249050	SORBI_3006G249050	1	2	2
SORBI_3006G249100	SORBI_3006G249100		2	4
SORBI_3006G249300	SORBI_3006G249300	2	5	13
SORBI_3006G249400	SORBI_3006G249400	7	22	15
SORBI_3006G249500	SORBI_3006G249500	5	3	4
SORBI_3006G249600	SORBI_3006G249600		4	
SORBI_3006G249700	SORBI_3006G249700	37	74	95
SORBI_3006G250000	SORBI_3006G250000	0.6	0.7	1
SORBI_3006G250100	SORBI_3006G250100	6	6	7
SORBI_3006G250200	SORBI_3006G250200	86	15	3
SORBI_3006G250300	SORBI_3006G250300	51	50	61
SORBI_3006G250400	SORBI_3006G250400	2	2	4
SORBI_3006G250500	SORBI_3006G250500	0.7	4	4
SORBI_3006G250800	SORBI_3006G250800	12	29	22
SORBI_3006G250900	SORBI_3006G250900	118	313	530
SORBI_3006G251000	SORBI_3006G251000	73	53	73
SORBI_3006G251100	SORBI_3006G251100		21	
SORBI_3006G251301	SORBI_3006G251301		2	
SORBI_3006G251500	SORBI_3006G251500	38	19	40
SORBI_3006G251600	SORBI_3006G251600	26	29	40
SORBI_3006G251701	SORBI_3006G251701	2	6	6
SORBI_3006G251800	SORBI_3006G251800	28	19	20
SORBI_3006G251900	SORBI_3006G251900	30	25	46
SORBI_3006G252000	SORBI_3006G252000	8	7	13
SORBI_3006G252100	SORBI_3006G252100	8	11	16
SORBI_3006G252200	SORBI_3006G252200	86	136	164
SORBI_3006G252300	SORBI_3006G252300	14	17	32
SORBI_3006G252400	SORBI_3006G252400	1	4	
SORBI_3006G252466	SORBI_3006G252466	1	4	1
SORBI_3006G252700	SORBI_3006G252700	18	21	24
SORBI_3006G252800	SORBI_3006G252800		8	
SORBI_3006G252900	SORBI_3006G252900	31	42	55
SORBI_3006G253000	SORBI_3006G253000	20	21	27
SORBI_3006G253400	SORBI_3006G253400	20	22	29
SORBI_3006G253700	SORBI_3006G253700			0.5
SORBI_3006G253801	SORBI_3006G253801	0.5		1
SORBI_3006G253900	SORBI_3006G253900	0.9		
SORBI_3006G254000	SORBI_3006G254000	7	6	
SORBI_3006G254100	SORBI_3006G254100	11	31	31
SORBI_3006G254200	SORBI_3006G254200	3	5	2
SORBI_3006G254300	SORBI_3006G254300	37	48	72
SORBI_3006G254400	SORBI_3006G254400	3	3	2
SORBI_3006G254500	SORBI_3006G254500	86	156	186
SORBI_3006G254600	SORBI_3006G254600	13	16	20
SORBI_3006G254700	SORBI_3006G254700	13	26	48
SORBI_3006G254800	SORBI_3006G254800	5	5	10
SORBI_3006G255000	SORBI_3006G255000	16	22	28
SORBI_3006G255100	SORBI_3006G255100	28	99	117
SORBI_3006G255200	SORBI_3006G255200	2	3	5
SORBI_3006G255300	SORBI_3006G255300	2	0.8	4
SORBI_3006G255400	SORBI_3006G255400	1	0.8	0.6
SORBI_3006G255600	SORBI_3006G255600	7	46	9
SORBI_3006G255700	SORBI_3006G255700	0.8	1	2
SORBI_3006G255800	SORBI_3006G255800	34	51	53
SORBI_3006G255900	SORBI_3006G255900	17	35	45
SORBI_3006G256100	SORBI_3006G256100	5	12	21
SORBI_3006G256200	SORBI_3006G256200			0.9
SORBI_3006G256300	SORBI_3006G256300	11	5	8
SORBI_3006G256400	SORBI_3006G256400		2	
SORBI_3006G256500	SORBI_3006G256500	11	14	23
SORBI_3006G256600	SORBI_3006G256600	23	39	41
SORBI_3006G256700	SORBI_3006G256700		2	
SORBI_3006G256801	SORBI_3006G256801	0.5	2	1
SORBI_3006G257001	SORBI_3006G257001	104	196	237
SORBI_3006G257100	SORBI_3006G257100	2	24	26
SORBI_3006G257200	SORBI_3006G257200	15	18	44
SORBI_3006G257300	SORBI_3006G257300	16	26	44
SORBI_3006G257400	SORBI_3006G257400		0.5	
SORBI_3006G257500	SORBI_3006G257500	94	2	2
SORBI_3006G257600	SORBI_3006G257600	3	3	3
SORBI_3006G257700	SORBI_3006G257700	19	56	208
SORBI_3006G257800	SORBI_3006G257800	23	39	46
SORBI_3006G257900	SORBI_3006G257900	1488	1422	2430
SORBI_3006G258000	SORBI_3006G258000	80	58	92
SORBI_3006G258200	SORBI_3006G258200		39	
SORBI_3006G258300	SORBI_3006G258300	2	2	2
SORBI_3006G258400	SORBI_3006G258400	2	4	4
SORBI_3006G258500	SORBI_3006G258500	32	48	117
SORBI_3006G258600	SORBI_3006G258600	3	39	8
SORBI_3006G258700	SORBI_3006G258700	9	21	36
SORBI_3006G258800	SORBI_3006G258800	2	3	6
SORBI_3006G258900	SORBI_3006G258900	17	31	27
SORBI_3006G259000	SORBI_3006G259000	7	30	192
SORBI_3006G259100	SORBI_3006G259100	4	452	
SORBI_3006G259201	SORBI_3006G259201	3	10	6
SORBI_3006G259401	SORBI_3006G259401	44	50	41
SORBI_3006G259600	SORBI_3006G259600	27	54	62
SORBI_3006G259700	SORBI_3006G259700	48	101	143
SORBI_3006G259800	SORBI_3006G259800	4	12	8
SORBI_3006G259900	SORBI_3006G259900	14	19	16
SORBI_3006G260000	SORBI_3006G260000	7	26	20
SORBI_3006G260200	SORBI_3006G260200		13	19
SORBI_3006G260300	SORBI_3006G260300	114	160	77
SORBI_3006G260400	SORBI_3006G260400	68	106	154
SORBI_3006G260500	SORBI_3006G260500	14	31	46
SORBI_3006G260600	SORBI_3006G260600	6	8	13
SORBI_3006G260800	SORBI_3006G260800	18	27	41
SORBI_3006G260900	SORBI_3006G260900	13	30	28
SORBI_3006G261000	SORBI_3006G261000	2		
SORBI_3006G261100	SORBI_3006G261100	92	56	83
SORBI_3006G261200	SORBI_3006G261200	1		0.5
SORBI_3006G261300	SORBI_3006G261300	14	23	29
SORBI_3006G261400	SORBI_3006G261400	18	24	37
SORBI_3006G261500	SORBI_3006G261500	39	76	104
SORBI_3006G261600	SORBI_3006G261600	94	238	108
SORBI_3006G261650	SORBI_3006G261650		2	0.8
SORBI_3006G261700	SORBI_3006G261700	48	72	88
SORBI_3006G261800	SORBI_3006G261800	65	53	74
SORBI_3006G261900	SORBI_3006G261900	4	9	12
SORBI_3006G262100	SORBI_3006G262100	13	63	111
SORBI_3006G262300	SORBI_3006G262300	4	9	10
SORBI_3006G262400	SORBI_3006G262400	9	9	15
SORBI_3006G262501	SORBI_3006G262501	6	6	7
SORBI_3006G262600	SORBI_3006G262600	2	3	4
SORBI_3006G262800	SORBI_3006G262800	0.6	1	1
SORBI_3006G262900	SORBI_3006G262900	12	27	25
SORBI_3006G263000	SORBI_3006G263000	16	12	23
SORBI_3006G263100	SORBI_3006G263100	23	42	33
SORBI_3006G263200	SORBI_3006G263200	15	34	36
SORBI_3006G263250	SORBI_3006G263250		2	1
SORBI_3006G263300	SORBI_3006G263300	11	41	45
SORBI_3006G263400	SORBI_3006G263400	5	4	3
SORBI_3006G263500	SORBI_3006G263500		156	
SORBI_3006G263600	SORBI_3006G263600	18	30	69
SORBI_3006G263700	SORBI_3006G263700	4	4	7
SORBI_3006G263800	SORBI_3006G263800	6	12	17
SORBI_3006G263900	SORBI_3006G263900	11	16	19
SORBI_3006G264000	SORBI_3006G264000	25	47	49
SORBI_3006G264100	SORBI_3006G264100	3	4	2
SORBI_3006G264201	SORBI_3006G264201	39	223	113
SORBI_3006G264300	SORBI_3006G264300	102	138	136
SORBI_3006G264500	SORBI_3006G264500	9	13	20
SORBI_3006G264700	SORBI_3006G264700		29	
SORBI_3006G264800	SORBI_3006G264800	150		
SORBI_3006G264900	SORBI_3006G264900	12	55	26
SORBI_3006G265000	SORBI_3006G265000	2	3	7
SORBI_3006G265100	SORBI_3006G265100		2	
SORBI_3006G265200	SORBI_3006G265200	21	17	25
SORBI_3006G265300	SORBI_3006G265300	15	21	31
SORBI_3006G265400	SORBI_3006G265400	8	13	33
SORBI_3006G265500	SORBI_3006G265500	2	2	1
SORBI_3006G265600	SORBI_3006G265600	65	95	121
SORBI_3006G265700	SORBI_3006G265700	2	3	5
SORBI_3006G265800	SORBI_3006G265800	17	34	24
SORBI_3006G265900	SORBI_3006G265900	6	25	28
SORBI_3006G266000	SORBI_3006G266000	2	2	3
SORBI_3006G266100	SORBI_3006G266100	21	23	25
SORBI_3006G266200	SORBI_3006G266200	6	8	10
SORBI_3006G266300	SORBI_3006G266300	0.6	5	4
SORBI_3006G266400	SORBI_3006G266400	8	33	
SORBI_3006G266600	SORBI_3006G266600	32	46	73
SORBI_3006G266700	SORBI_3006G266700	7	10	10
SORBI_3006G266900	SORBI_3006G266900			0.5
SORBI_3006G267000	SORBI_3006G267000	4	0.8	0.5
SORBI_3006G267100	SORBI_3006G267100	2	44	2
SORBI_3006G267200	SORBI_3006G267200	77	220	163
SORBI_3006G267300	SORBI_3006G267300	31	40	52
SORBI_3006G267400	SORBI_3006G267400	0.6	0.5	
SORBI_3006G267500	SORBI_3006G267500	14	33	39
SORBI_3006G267600	SORBI_3006G267600	24	37	53
SORBI_3006G267700	SORBI_3006G267700	16	54	47
SORBI_3006G267800	SORBI_3006G267800	14	15	12
SORBI_3006G267900	SORBI_3006G267900	11	13	22
SORBI_3006G268000	SORBI_3006G268000	0.9	2	1
SORBI_3006G268100	SORBI_3006G268100	0.5	0.5	1
SORBI_3006G268200	SORBI_3006G268200	10	197	253
SORBI_3006G268300	SORBI_3006G268300	3	7	10
SORBI_3006G268600	SORBI_3006G268600	5	7	12
SORBI_3006G268900	SORBI_3006G268900	56	64	73
SORBI_3006G269000	SORBI_3006G269000	20	29	46
SORBI_3006G269101	SORBI_3006G269101		14	
SORBI_3006G269200	SORBI_3006G269200	46	202	100
SORBI_3006G269400	SORBI_3006G269400	7	10	7
SORBI_3006G269501	SORBI_3006G269501	4		
SORBI_3006G269600	SORBI_3006G269600	18	39	38
SORBI_3006G269700	SORBI_3006G269700	39	47	33
SORBI_3006G269800	SORBI_3006G269800	14	17	22
SORBI_3006G269900	SORBI_3006G269900	24	33	55
SORBI_3006G270000	SORBI_3006G270000	7	326	13
SORBI_3006G270100	SORBI_3006G270100	152	77	109
SORBI_3006G270200	SORBI_3006G270200	4	4	5
SORBI_3006G270300	SORBI_3006G270300		7	0.7
SORBI_3006G270400	SORBI_3006G270400	40	19	26
SORBI_3006G270500	SORBI_3006G270500	14	46	46
SORBI_3006G270600	SORBI_3006G270600	17	21	30
SORBI_3006G270700	SORBI_3006G270700	7	7	17
SORBI_3006G270800	SORBI_3006G270800	16	1858	1
SORBI_3006G270900	SORBI_3006G270900	42	73	77
SORBI_3006G271000	SORBI_3006G271000	33	54	33
SORBI_3006G271100	SORBI_3006G271100		0.8	2
SORBI_3006G271200	SORBI_3006G271200	23	25	33
SORBI_3006G271300	SORBI_3006G271300	138	222	214
SORBI_3006G271400	SORBI_3006G271400	19		
SORBI_3006G271500	SORBI_3006G271500	18	28	29
SORBI_3006G271600	SORBI_3006G271600	3	8	
SORBI_3006G271700	SORBI_3006G271700	7	10	10
SORBI_3006G271800	SORBI_3006G271800	33	57	56
SORBI_3006G271900	SORBI_3006G271900	4	3	7
SORBI_3006G272000	SORBI_3006G272000	7	3	2
SORBI_3006G272100	SORBI_3006G272100	4	6	2
SORBI_3006G272200	SORBI_3006G272200	43	58	63
SORBI_3006G272300	SORBI_3006G272300	3	3	1
SORBI_3006G272400	SORBI_3006G272400		5	
SORBI_3006G272450	SORBI_3006G272450	1	1	1
SORBI_3006G272500	SORBI_3006G272500	6	19	32
SORBI_3006G272600	SORBI_3006G272600	32	12	8
SORBI_3006G272700	SORBI_3006G272700	1	1	1
SORBI_3006G272800	SORBI_3006G272800	40	35	31
SORBI_3006G272900	SORBI_3006G272900		0.9	
SORBI_3006G273000	SORBI_3006G273000	9	48	44
SORBI_3006G273100	SORBI_3006G273100		0.5	13
SORBI_3006G273200	SORBI_3006G273200	33	38	79
SORBI_3006G273300	SORBI_3006G273300		0.5	
SORBI_3006G273400	SORBI_3006G273400	6	9	14
SORBI_3006G273500	SORBI_3006G273500		0.5	
SORBI_3006G273600	SORBI_3006G273600		5	1
SORBI_3006G273700	SORBI_3006G273700	1	2	5
SORBI_3006G273800	SORBI_3006G273800	3	20	176
SORBI_3006G273900	SORBI_3006G273900	2	2	4
SORBI_3006G274000	SORBI_3006G274000	1	0.8	
SORBI_3006G274100	SORBI_3006G274100	8	11	18
SORBI_3006G274200	SORBI_3006G274200	5	11	12
SORBI_3006G274300	SORBI_3006G274300	69	148	483
SORBI_3006G274400	SORBI_3006G274400	5	13	14
SORBI_3006G274600	SORBI_3006G274600	30	41	80
SORBI_3006G274700	SORBI_3006G274700	6	9	22
SORBI_3006G274800	SORBI_3006G274800	12	27	20
SORBI_3006G274866	SORBI_3006G274866	8	25	37
SORBI_3006G275000	SORBI_3006G275000	23	28	47
SORBI_3006G275100	SORBI_3006G275100	4	4	1
SORBI_3006G275200	SORBI_3006G275200	4	3	4
SORBI_3006G275401	SORBI_3006G275401	16	6	1
SORBI_3006G275500	SORBI_3006G275500	12	12	25
SORBI_3006G275600	SORBI_3006G275600	25	34	37
SORBI_3006G275700	SORBI_3006G275700	9	13	21
SORBI_3006G275800	SORBI_3006G275800	138	74	87
SORBI_3006G276000	SORBI_3006G276000	13	12	13
SORBI_3006G276100	SORBI_3006G276100	8	23	61
SORBI_3006G276200	SORBI_3006G276200	15	16	16
SORBI_3006G276300	SORBI_3006G276300	9	5	15
SORBI_3006G276401	SORBI_3006G276401	0.8		
SORBI_3006G276600	SORBI_3006G276600		95	
SORBI_3006G276700	SORBI_3006G276700	158	424	271
SORBI_3006G276801	SORBI_3006G276801		7	
SORBI_3006G276900	SORBI_3006G276900	0.6	1	4
SORBI_3006G277000	SORBI_3006G277000	11	23	18
SORBI_3006G277100	SORBI_3006G277100	1	8	2
SORBI_3006G277200	SORBI_3006G277200	53	87	184
SORBI_3006G277300	SORBI_3006G277300	3	2	4
SORBI_3006G277600	SORBI_3006G277600		5	2
SORBI_3006G277800	SORBI_3006G277800		0.9	
SORBI_3006G278000	SORBI_3006G278000	8	7	8
SORBI_3006G278100	SORBI_3006G278100	6	17	16
SORBI_3006G278200	SORBI_3006G278200	19	15	12
SORBI_3006G278400	SORBI_3006G278400	0.5	2	2
SORBI_3006G278500	SORBI_3006G278500	9	17	28
SORBI_3006G278600	SORBI_3006G278600	0.6	0.6	1
SORBI_3006G278700	SORBI_3006G278700	21	26	42
SORBI_3006G278800	SORBI_3006G278800	0.6	9	9
SORBI_3006G278900	SORBI_3006G278900	0.5	2	2
SORBI_3006G279000	SORBI_3006G279000	3		
SORBI_3006G279100	SORBI_3006G279100	3	12	24
SORBI_3006G279200	SORBI_3006G279200	14	11	15
SORBI_3006G279400	SORBI_3006G279400	1		3
SORBI_3006G279600	SORBI_3006G279600		0.6	0.6
SORBI_3006G279700	SORBI_3006G279700	2	7	6
SORBI_3006G279800	SORBI_3006G279800	14	59	94
SORBI_3006G279900	SORBI_3006G279900	5	18	20
SORBI_3006G280000	SORBI_3006G280000	42	58	91
SORBI_3006G280050	SORBI_3006G280050	24	52	65
SORBI_3006G280100	SORBI_3006G280100	15	19	23
SORBI_3006G280200	SORBI_3006G280200	6	12	23
SORBI_3006G280250	SORBI_3006G280250	1	2	3
SORBI_3006G280300	SORBI_3006G280300	12	21	33
SORBI_3006G280500	SORBI_3006G280500	17	36	46
SORBI_3006G280600	SORBI_3006G280600	26	47	67
SORBI_3006G280800	SORBI_3006G280800	9	18	18
SORBI_3006G280900	SORBI_3006G280900	3	6	12
SORBI_3006G281000	SORBI_3006G281000	11	18	25
SORBI_3006G281066	SORBI_3006G281066	5	6	11
SORBI_3006G281200	SORBI_3006G281200	47	75	87
SORBI_3006G281400	SORBI_3006G281400	4	11	8
SORBI_3006G281500	SORBI_3006G281500	14	35	46
SORBI_3006G281600	SORBI_3006G281600	3	5	8
SORBI_3006G281700	SORBI_3006G281700	28	44	63
SORBI_3006G281800	SORBI_3006G281800	66	128	130
SORBI_3006G281900	SORBI_3006G281900	4	4	8
SORBI_3006G282000	SORBI_3006G282000		114	
SORBI_3006G282100	SORBI_3006G282100		17	
SORBI_3006G282200	SORBI_3006G282200	99	128	128
SORBI_3006G282300	SORBI_3006G282300	6	13	20
SORBI_3007G000100	SORBI_3007G000100	20	15	22
SORBI_3007G000200	SORBI_3007G000200	25	22	26
