GeneID	GeneName	seed	spikelet	stem
SORBI_3001G057600	SORBI_3001G057600	6	41	6
SORBI_3001G057700	SORBI_3001G057700	20	29	47
SORBI_3001G057800	SORBI_3001G057800	80	109	119
SORBI_3001G057900	SORBI_3001G057900		85	
SORBI_3001G058000	SORBI_3001G058000	61	85	77
SORBI_3001G058100	SORBI_3001G058100	65	63	73
SORBI_3001G058200	SORBI_3001G058200	4	3	6
SORBI_3001G058300	SORBI_3001G058300	2	3	4
SORBI_3001G058400	SORBI_3001G058400	1	2	3
SORBI_3001G058500	SORBI_3001G058500	13	17	34
SORBI_3001G058600	SORBI_3001G058600	4	9	13
SORBI_3001G058700	SORBI_3001G058700	50	48	72
SORBI_3001G058800	SORBI_3001G058800	1		
SORBI_3001G058900	SORBI_3001G058900	263	364	484
SORBI_3001G059100	SORBI_3001G059100	6	19	27
SORBI_3001G059150	SORBI_3001G059150			0.6
SORBI_3001G059200	SORBI_3001G059200	3	4	5
SORBI_3001G059400	SORBI_3001G059400		0.7	5
SORBI_3001G059500	SORBI_3001G059500			1
SORBI_3001G059600	SORBI_3001G059600		0.5	10
SORBI_3001G059700	SORBI_3001G059700	0.5	1	23
SORBI_3001G059800	SORBI_3001G059800	5751	3	4
SORBI_3001G059900	SORBI_3001G059900	1	2	4
SORBI_3001G060001	SORBI_3001G060001		1	
SORBI_3001G060100	SORBI_3001G060100	3	9	15
SORBI_3001G060200	SORBI_3001G060200	0.8	1	2
SORBI_3001G060300	SORBI_3001G060300	15	30	29
SORBI_3001G060401	SORBI_3001G060401	2	2	2
SORBI_3001G060500	SORBI_3001G060500	6	14	19
SORBI_3001G061101	SORBI_3001G061101	6	8	9
SORBI_3001G061200	SORBI_3001G061200	28	42	46
SORBI_3001G061300	SORBI_3001G061300	1	0.8	4
SORBI_3001G061400	SORBI_3001G061400	6	3	14
SORBI_3001G061500	SORBI_3001G061500	233	129	218
SORBI_3001G061600	SORBI_3001G061600	30	24	47
SORBI_3001G061700	SORBI_3001G061700	46	77	82
SORBI_3001G061800	SORBI_3001G061800	40	66	86
SORBI_3001G061900	SORBI_3001G061900	6	10	9
SORBI_3001G062000	SORBI_3001G062000		0.8	
SORBI_3001G062300	SORBI_3001G062300	43	14	50
SORBI_3001G062500	SORBI_3001G062500	2	1	2
SORBI_3001G062600	SORBI_3001G062600	19	0.7	0.6
SORBI_3001G062700	SORBI_3001G062700		2	4
SORBI_3001G062900	SORBI_3001G062900	2	4	15
SORBI_3001G063100	SORBI_3001G063100	32	29	43
SORBI_3001G063200	SORBI_3001G063200			1
SORBI_3001G063300	SORBI_3001G063300	2	38	
SORBI_3001G063400	SORBI_3001G063400	12	78	11
SORBI_3001G063500	SORBI_3001G063500	55	127	110
SORBI_3001G063600	SORBI_3001G063600	10	6	5
SORBI_3001G063700	SORBI_3001G063700	24	27	36
SORBI_3001G063800	SORBI_3001G063800	19	57	61
SORBI_3001G063900	SORBI_3001G063900	0.6	0.6	1
SORBI_3001G064000	SORBI_3001G064000	37	72	64
SORBI_3001G064200	SORBI_3001G064200	49	64	139
SORBI_3001G064300	SORBI_3001G064300	2	4	7
SORBI_3001G064500	SORBI_3001G064500	178	188	295
SORBI_3001G064600	SORBI_3001G064600	20	18	41
SORBI_3001G064700	SORBI_3001G064700	2	2	8
SORBI_3001G064800	SORBI_3001G064800	10	23	33
SORBI_3001G064900	SORBI_3001G064900	10	28	111
SORBI_3001G065000	SORBI_3001G065000	32	35	49
SORBI_3001G065100	SORBI_3001G065100	55	76	94
SORBI_3001G065200	SORBI_3001G065200		2	0.6
SORBI_3001G065300	SORBI_3001G065300	2	2	2
SORBI_3001G065500	SORBI_3001G065500		0.8	3
SORBI_3001G065600	SORBI_3001G065600	4	5	5
SORBI_3001G065700	SORBI_3001G065700	12	23	27
SORBI_3001G065800	SORBI_3001G065800	48	61	74
SORBI_3001G066000	SORBI_3001G066000	2	2	4
SORBI_3001G066100	SORBI_3001G066100	0.8	3	5
SORBI_3001G066300	SORBI_3001G066300	17	14	18
SORBI_3001G066400	SORBI_3001G066400	5	12	8
SORBI_3001G066500	SORBI_3001G066500	5	18	24
SORBI_3001G066600	SORBI_3001G066600	6	12	10
SORBI_3001G066700	SORBI_3001G066700	63	69	82
SORBI_3001G066900	SORBI_3001G066900	0.6	15	6
SORBI_3001G067000	SORBI_3001G067000	48	21	18
SORBI_3001G067100	SORBI_3001G067100	16	18	28
SORBI_3001G067200	SORBI_3001G067200	4	7	19
SORBI_3001G067300	SORBI_3001G067300	27	37	60
SORBI_3001G067400	SORBI_3001G067400	4	4	7
SORBI_3001G067500	SORBI_3001G067500	4	6	2
SORBI_3001G067601	SORBI_3001G067601	11	26	17
SORBI_3001G067700	SORBI_3001G067700	6	72	10
SORBI_3001G067800	SORBI_3001G067800		4	3
SORBI_3001G067850	SORBI_3001G067850		0.5	1
SORBI_3001G067900	SORBI_3001G067900	51	118	156
SORBI_3001G068000	SORBI_3001G068000		2	
SORBI_3001G068066	SORBI_3001G068066		0.7	
SORBI_3001G068200	SORBI_3001G068200	1		
SORBI_3001G068301	SORBI_3001G068301	5	21	27
SORBI_3001G068500	SORBI_3001G068500			13
SORBI_3001G068600	SORBI_3001G068600		14	
SORBI_3001G068700	SORBI_3001G068700	17	40	31
SORBI_3001G068800	SORBI_3001G068800		0.7	
SORBI_3001G068901	SORBI_3001G068901	490	749	954
SORBI_3001G069000	SORBI_3001G069000	5	20	23
SORBI_3001G069100	SORBI_3001G069100	5		
SORBI_3001G069200	SORBI_3001G069200	31	28	23
SORBI_3001G069300	SORBI_3001G069300	0.9	3	3
SORBI_3001G069400	SORBI_3001G069400	4	6	7
SORBI_3001G069500	SORBI_3001G069500	5	8	10
SORBI_3001G069600	SORBI_3001G069600	9	16	24
SORBI_3001G069700	SORBI_3001G069700	8	114	44
SORBI_3001G069800	SORBI_3001G069800	33	74	127
SORBI_3001G069900	SORBI_3001G069900	34	45	76
SORBI_3001G070000	SORBI_3001G070000	300	389	412
SORBI_3001G070200	SORBI_3001G070200	2	8	17
SORBI_3001G070300	SORBI_3001G070300		2	3
SORBI_3001G070500	SORBI_3001G070500	31	404	161
SORBI_3001G070600	SORBI_3001G070600	15	18	28
SORBI_3001G070700	SORBI_3001G070700	16	31	34
SORBI_3001G070800	SORBI_3001G070800	42	33	62
SORBI_3001G070900	SORBI_3001G070900	1	0.9	3
SORBI_3001G071000	SORBI_3001G071000	1	2	2
SORBI_3001G071100	SORBI_3001G071100	7	5	8
SORBI_3001G071300	SORBI_3001G071300	1	0.7	7
SORBI_3001G071400	SORBI_3001G071400	17	24	32
SORBI_3001G071600	SORBI_3001G071600	21	29	2
SORBI_3001G071700	SORBI_3001G071700	0.9	3	1
SORBI_3001G071800	SORBI_3001G071800	59	92	62
SORBI_3001G071900	SORBI_3001G071900	0.7	0.8	2
SORBI_3001G072000	SORBI_3001G072000	16	39	15
SORBI_3001G072200	SORBI_3001G072200		0.5	0.6
SORBI_3001G072300	SORBI_3001G072300	20	28	7
SORBI_3001G072400	SORBI_3001G072400	2	5	
SORBI_3001G072500	SORBI_3001G072500	17	17	34
SORBI_3001G072600	SORBI_3001G072600	4	33	15
SORBI_3001G072700	SORBI_3001G072700	21	33	50
SORBI_3001G072800	SORBI_3001G072800	24	26	40
SORBI_3001G072900	SORBI_3001G072900	0.9	2	2
SORBI_3001G073000	SORBI_3001G073000	10	16	22
SORBI_3001G073150	SORBI_3001G073150	17	29	41
SORBI_3001G073300	SORBI_3001G073300	0.7	9	2
SORBI_3001G073400	SORBI_3001G073400	4	10	8
SORBI_3001G073500	SORBI_3001G073500	47	66	39
SORBI_3001G073550	SORBI_3001G073550	0.8	1	1
SORBI_3001G073600	SORBI_3001G073600	115	236	163
SORBI_3001G073700	SORBI_3001G073700	139	601	145
SORBI_3001G073800	SORBI_3001G073800		1	2
SORBI_3001G073900	SORBI_3001G073900	15	35	37
SORBI_3001G074000	SORBI_3001G074000	21	26	65
SORBI_3001G074100	SORBI_3001G074100	2	5	14
SORBI_3001G074200	SORBI_3001G074200	17	13	24
SORBI_3001G074300	SORBI_3001G074300	99	149	186
SORBI_3001G074400	SORBI_3001G074400	6	27	44
SORBI_3001G074601	SORBI_3001G074601	0.6	3	1
SORBI_3001G074700	SORBI_3001G074700	259	556	282
SORBI_3001G074800	SORBI_3001G074800	0.6		0.7
SORBI_3001G075000	SORBI_3001G075000	2	5	12
SORBI_3001G075101	SORBI_3001G075101	2	16	18
SORBI_3001G075200	SORBI_3001G075200	1	2	
SORBI_3001G075201	SORBI_3001G075201	1	2	
SORBI_3001G075400	SORBI_3001G075400	0.8	4	7
SORBI_3001G075500	SORBI_3001G075500			0.9
SORBI_3001G075600	SORBI_3001G075600	20	147	23
SORBI_3001G075700	SORBI_3001G075700			1
SORBI_3001G075800	SORBI_3001G075800	1	2	2
SORBI_3001G076000	SORBI_3001G076000	20	30	47
SORBI_3001G076100	SORBI_3001G076100	9	3	6
SORBI_3001G076200	SORBI_3001G076200	6	20	26
SORBI_3001G076400	SORBI_3001G076400	12	23	63
SORBI_3001G076500	SORBI_3001G076500	16	37	47
SORBI_3001G076600	SORBI_3001G076600	11	18	9
SORBI_3001G076700	SORBI_3001G076700	4	8	49
SORBI_3001G076800	SORBI_3001G076800	0.8		17
SORBI_3001G076900	SORBI_3001G076900	0.8	4	18
SORBI_3001G077000	SORBI_3001G077000	83	167	140
SORBI_3001G077100	SORBI_3001G077100	2	3	5
SORBI_3001G077200	SORBI_3001G077200	4	2	4
SORBI_3001G077300	SORBI_3001G077300	9	21	21
SORBI_3001G077400	SORBI_3001G077400	8	23	40
SORBI_3001G077500	SORBI_3001G077500	5	6	10
SORBI_3001G077600	SORBI_3001G077600		1	
SORBI_3001G077700	SORBI_3001G077700	5	3	10
SORBI_3001G077800	SORBI_3001G077800		1	0.6
SORBI_3001G077900	SORBI_3001G077900	51	98	112
SORBI_3001G078000	SORBI_3001G078000	12	176	65
SORBI_3001G078100	SORBI_3001G078100	8	13	20
SORBI_3001G078200	SORBI_3001G078200	45	113	201
SORBI_3001G078300	SORBI_3001G078300		0.6	1
SORBI_3001G078400	SORBI_3001G078400	14	54	49
SORBI_3001G078500	SORBI_3001G078500	18	18	25
SORBI_3001G078600	SORBI_3001G078600	2	4	8
SORBI_3001G078700	SORBI_3001G078700			0.8
SORBI_3001G078800	SORBI_3001G078800	62	106	153
SORBI_3001G078900	SORBI_3001G078900	105	133	138
SORBI_3001G079100	SORBI_3001G079100	61	38	51
SORBI_3001G079150	SORBI_3001G079150	0.5		0.8
SORBI_3001G079200	SORBI_3001G079200	13	30	42
SORBI_3001G079500	SORBI_3001G079500	14	68	361
SORBI_3001G079600	SORBI_3001G079600	0.9	0.5	0.7
SORBI_3001G079700	SORBI_3001G079700	10	19	29
SORBI_3001G079900	SORBI_3001G079900	4	7	9
SORBI_3001G080000	SORBI_3001G080000	3	5	8
SORBI_3001G080100	SORBI_3001G080100	10	20	69
SORBI_3001G080200	SORBI_3001G080200	12	8	11
SORBI_3001G080300	SORBI_3001G080300	0.5		5
SORBI_3001G080500	SORBI_3001G080500		0.7	
SORBI_3001G080600	SORBI_3001G080600			6
SORBI_3001G080700	SORBI_3001G080700	58	93	141
SORBI_3001G080800	SORBI_3001G080800	12	24	11
SORBI_3001G080900	SORBI_3001G080900	10	11	17
SORBI_3001G081000	SORBI_3001G081000	10	15	29
SORBI_3001G081100	SORBI_3001G081100	119	57	38
SORBI_3001G081300	SORBI_3001G081300	0.5	0.7	1
SORBI_3001G081400	SORBI_3001G081400	14	14	24
SORBI_3001G081600	SORBI_3001G081600	24	42	153
SORBI_3001G081700	SORBI_3001G081700	34	36	48
SORBI_3001G081800	SORBI_3001G081800	347	181	52
SORBI_3001G081900	SORBI_3001G081900	20	27	46
SORBI_3001G082000	SORBI_3001G082000	20	30	27
SORBI_3001G082100	SORBI_3001G082100	31	46	56
SORBI_3001G082200	SORBI_3001G082200	0.9	1	3
SORBI_3001G082300	SORBI_3001G082300	0.7	6	2
SORBI_3001G082400	SORBI_3001G082400	3	15	3
SORBI_3001G082500	SORBI_3001G082500	4	0.8	2
SORBI_3001G082600	SORBI_3001G082600	1	1	2
SORBI_3001G082700	SORBI_3001G082700		1	0.9
SORBI_3001G082800	SORBI_3001G082800	0.6	3	2
SORBI_3001G082900	SORBI_3001G082900	7	3	8
SORBI_3001G083100	SORBI_3001G083100	5	12	18
SORBI_3001G083200	SORBI_3001G083200	278	300	606
SORBI_3001G083300	SORBI_3001G083300		1	2
SORBI_3001G083400	SORBI_3001G083400	20	24	42
SORBI_3001G083500	SORBI_3001G083500	22	17	28
SORBI_3001G083600	SORBI_3001G083600	26	19	27
SORBI_3001G083701	SORBI_3001G083701		0.5	
SORBI_3001G083800	SORBI_3001G083800	17	7	35
SORBI_3001G083900	SORBI_3001G083900	533	39	77
SORBI_3001G084000	SORBI_3001G084000	5	2	3
SORBI_3001G084100	SORBI_3001G084100	56	124	261
SORBI_3001G084166	SORBI_3001G084166	0.6	2	
SORBI_3001G084300	SORBI_3001G084300	1	2	3
SORBI_3001G084400	SORBI_3001G084400	7	3	3
SORBI_3001G084500	SORBI_3001G084500		1	1
SORBI_3001G084600	SORBI_3001G084600	2	7	10
SORBI_3001G084700	SORBI_3001G084700			4
SORBI_3001G084900	SORBI_3001G084900	81	180	160
SORBI_3001G085000	SORBI_3001G085000	10	14	18
SORBI_3001G085100	SORBI_3001G085100	43	80	90
SORBI_3001G085200	SORBI_3001G085200	14	2	7
SORBI_3001G085300	SORBI_3001G085300	16	26	42
SORBI_3001G085400	SORBI_3001G085400	368	462	827
SORBI_3001G085500	SORBI_3001G085500	22	33	26
SORBI_3001G085600	SORBI_3001G085600	22	46	64
SORBI_3001G085700	SORBI_3001G085700	18	26	32
SORBI_3001G085800	SORBI_3001G085800	13	15	26
SORBI_3001G085900	SORBI_3001G085900	25	26	16
SORBI_3001G086000	SORBI_3001G086000	1	5	8
SORBI_3001G086050	SORBI_3001G086050		2	0.5
SORBI_3001G086200	SORBI_3001G086200	146	150	377
SORBI_3001G086300	SORBI_3001G086300	17	30	33
SORBI_3001G086400	SORBI_3001G086400	27	67	54
SORBI_3001G086500	SORBI_3001G086500	7	92	209
SORBI_3001G086600	SORBI_3001G086600	31	39	46
SORBI_3001G086800	SORBI_3001G086800	0.5	11	27
SORBI_3001G086900	SORBI_3001G086900	7	6	11
SORBI_3001G087000	SORBI_3001G087000	15	31	22
SORBI_3001G087100	SORBI_3001G087100	22	49	59
SORBI_3001G087300	SORBI_3001G087300	1	4	0.8
SORBI_3001G087400	SORBI_3001G087400	166	224	123
SORBI_3001G087500	SORBI_3001G087500	0.6	3	1
SORBI_3001G087600	SORBI_3001G087600	30	31	44
SORBI_3001G087700	SORBI_3001G087700	40	47	84
SORBI_3001G087800	SORBI_3001G087800		0.5	1
SORBI_3001G087900	SORBI_3001G087900	66	92	103
SORBI_3001G088000	SORBI_3001G088000	0.7	3	6
SORBI_3001G088100	SORBI_3001G088100	41	36	66
SORBI_3001G088200	SORBI_3001G088200	36	107	110
SORBI_3001G088300	SORBI_3001G088300	0.6	7	14
SORBI_3001G088400	SORBI_3001G088400	2	6	13
SORBI_3001G088450	SORBI_3001G088450		1	
SORBI_3001G088500	SORBI_3001G088500	37	43	66
SORBI_3001G088600	SORBI_3001G088600	7		
SORBI_3001G088700	SORBI_3001G088700	9	12	14
SORBI_3001G088800	SORBI_3001G088800	12	12	14
SORBI_3001G088900	SORBI_3001G088900	17	17	31
SORBI_3001G089000	SORBI_3001G089000	46	92	44
SORBI_3001G089100	SORBI_3001G089100	54	398	301
SORBI_3001G089200	SORBI_3001G089200	9	4	2
SORBI_3001G089300	SORBI_3001G089300		155	
SORBI_3001G089400	SORBI_3001G089400		10	
SORBI_3001G089500	SORBI_3001G089500	10	28	39
SORBI_3001G089600	SORBI_3001G089600	15	19	31
SORBI_3001G089800	SORBI_3001G089800	12	18	22
SORBI_3001G089900	SORBI_3001G089900		1	2
SORBI_3001G090000	SORBI_3001G090000	4	4	6
SORBI_3001G090100	SORBI_3001G090100	22	23	35
SORBI_3001G090200	SORBI_3001G090200	4	25	18
SORBI_3001G090300	SORBI_3001G090300	19	15	22
SORBI_3001G090400	SORBI_3001G090400	31	35	43
SORBI_3001G090500	SORBI_3001G090500	63	84	180
SORBI_3001G090600	SORBI_3001G090600	6	25	36
SORBI_3001G090700	SORBI_3001G090700	0.9	6	4
SORBI_3001G090800	SORBI_3001G090800	26	20	29
SORBI_3001G090900	SORBI_3001G090900	4		
SORBI_3001G091000	SORBI_3001G091000	9		
SORBI_3001G091100	SORBI_3001G091100	18	31	36
SORBI_3001G091200	SORBI_3001G091200	17	28	26
SORBI_3001G091300	SORBI_3001G091300	79	77	109
SORBI_3001G091400	SORBI_3001G091400	25	23	43
SORBI_3001G091500	SORBI_3001G091500		1	2
SORBI_3001G091600	SORBI_3001G091600	0.7	4	3
SORBI_3001G091701	SORBI_3001G091701	41	94	73
SORBI_3001G091801	SORBI_3001G091801	172	323	406
SORBI_3001G091900	SORBI_3001G091900	21	31	65
SORBI_3001G092000	SORBI_3001G092000	6	12	28
SORBI_3001G092100	SORBI_3001G092100	14	11	21
SORBI_3001G092200	SORBI_3001G092200	6	9	10
SORBI_3001G092250	SORBI_3001G092250	11	12	25
SORBI_3001G092300	SORBI_3001G092300	11	11	22
SORBI_3001G092400	SORBI_3001G092400	1	2	7
SORBI_3001G092500	SORBI_3001G092500		66	
SORBI_3001G092600	SORBI_3001G092600	7	1	7
SORBI_3001G092650	SORBI_3001G092650		1	
SORBI_3001G093000	SORBI_3001G093000	6	4	4
SORBI_3001G093100	SORBI_3001G093100		45	
SORBI_3001G093300	SORBI_3001G093300	89	106	98
SORBI_3001G093500	SORBI_3001G093500	0.9	12	6
SORBI_3001G093600	SORBI_3001G093600	2	10	10
SORBI_3001G093666	SORBI_3001G093666	2	1	
SORBI_3001G093800	SORBI_3001G093800	19	28	24
SORBI_3001G093900	SORBI_3001G093900	57	277	188
SORBI_3001G094000	SORBI_3001G094000	27	35	59
SORBI_3001G094200	SORBI_3001G094200	6	18	17
SORBI_3001G094300	SORBI_3001G094300	132	92	99
SORBI_3001G094400	SORBI_3001G094400	17	10	28
SORBI_3001G094500	SORBI_3001G094500	101	91	102
SORBI_3001G094550	SORBI_3001G094550	2	3	6
SORBI_3001G094600	SORBI_3001G094600	4	5	6
SORBI_3001G094800	SORBI_3001G094800	23	101	226
SORBI_3001G094900	SORBI_3001G094900	10	11	16
SORBI_3001G095000	SORBI_3001G095000	115	198	78
SORBI_3001G095100	SORBI_3001G095100	0.5	18	
SORBI_3001G095200	SORBI_3001G095200	6	10	12
SORBI_3001G095300	SORBI_3001G095300	8	21	33
SORBI_3001G095366	SORBI_3001G095366		0.6	
SORBI_3001G095432	SORBI_3001G095432		0.8	
SORBI_3001G095500	SORBI_3001G095500	32	11	63
SORBI_3001G095632	SORBI_3001G095632	64	185	116
SORBI_3001G095700	SORBI_3001G095700		6	11
SORBI_3001G095800	SORBI_3001G095800	12	19	26
SORBI_3001G095900	SORBI_3001G095900			1
SORBI_3001G096000	SORBI_3001G096000	25	30	43
SORBI_3001G096100	SORBI_3001G096100	148	187	246
SORBI_3001G096200	SORBI_3001G096200	1	1	1
SORBI_3001G096300	SORBI_3001G096300	9	14	19
SORBI_3001G096400	SORBI_3001G096400		1	2
SORBI_3001G096500	SORBI_3001G096500	3		
SORBI_3001G096800	SORBI_3001G096800	10	3	9
SORBI_3001G096833	SORBI_3001G096833	0.7	0.9	5
SORBI_3001G096866	SORBI_3001G096866	1	1	5
SORBI_3001G096900	SORBI_3001G096900	6	4	13
SORBI_3001G097000	SORBI_3001G097000		38	
SORBI_3001G097100	SORBI_3001G097100	51	133	175
SORBI_3001G097200	SORBI_3001G097200	10	12	18
SORBI_3001G097400	SORBI_3001G097400	9	9	12
SORBI_3001G097500	SORBI_3001G097500	39	52	76
SORBI_3001G097600	SORBI_3001G097600	146	108	119
SORBI_3001G097700	SORBI_3001G097700	1	2	12
SORBI_3001G097900	SORBI_3001G097900	21	32	38
SORBI_3001G098000	SORBI_3001G098000	10	9	14
SORBI_3001G098100	SORBI_3001G098100	13	20	22
SORBI_3001G098200	SORBI_3001G098200	40	84	139
SORBI_3001G098301	SORBI_3001G098301	3	12	8
SORBI_3001G098400	SORBI_3001G098400	36	30	50
SORBI_3001G098500	SORBI_3001G098500	88	407	432
SORBI_3001G098600	SORBI_3001G098600	13	17	35
SORBI_3001G098700	SORBI_3001G098700	23	33	34
SORBI_3001G098800	SORBI_3001G098800	12	42	62
SORBI_3001G098900	SORBI_3001G098900	1	11	16
SORBI_3001G099000	SORBI_3001G099000	15	26	36
SORBI_3001G099100	SORBI_3001G099100	130	267	326
SORBI_3001G099200	SORBI_3001G099200	1	3	4
SORBI_3001G099300	SORBI_3001G099300		2	12
SORBI_3001G099500	SORBI_3001G099500	0.7		0.5
SORBI_3001G099600	SORBI_3001G099600			0.5
SORBI_3001G099700	SORBI_3001G099700		1	
SORBI_3001G099800	SORBI_3001G099800	37	53	68
SORBI_3001G099900	SORBI_3001G099900	18	41	44
SORBI_3001G100000	SORBI_3001G100000	80	37	27
SORBI_3001G100100	SORBI_3001G100100	14	29	25
SORBI_3001G100400	SORBI_3001G100400	6	12	11
SORBI_3001G100501	SORBI_3001G100501	5	7	97
SORBI_3001G100600	SORBI_3001G100600	6	1	14
SORBI_3001G100700	SORBI_3001G100700	5	1	2
SORBI_3001G100800	SORBI_3001G100800	7	7	11
SORBI_3001G100900	SORBI_3001G100900	38	57	69
SORBI_3001G101100	SORBI_3001G101100	7	5	8
SORBI_3001G101200	SORBI_3001G101200	67		
SORBI_3001G101400	SORBI_3001G101400		3	
SORBI_3001G101500	SORBI_3001G101500	51	24	25
SORBI_3001G101700	SORBI_3001G101700	8	11	16
SORBI_3001G101900	SORBI_3001G101900	2	3	0.9
SORBI_3001G102100	SORBI_3001G102100		1	
SORBI_3001G102200	SORBI_3001G102200	2	3	4
SORBI_3001G102300	SORBI_3001G102300	4	14	42
SORBI_3001G102500	SORBI_3001G102500	71	107	160
SORBI_3001G102700	SORBI_3001G102700	33	37	59
SORBI_3001G102800	SORBI_3001G102800	4	9	7
SORBI_3001G102901	SORBI_3001G102901		1	
SORBI_3001G103000	SORBI_3001G103000	3	5	6
SORBI_3001G103100	SORBI_3001G103100		35	0.5
SORBI_3001G103200	SORBI_3001G103200	15	25	34
SORBI_3001G103300	SORBI_3001G103300	25	23	19
SORBI_3001G103400	SORBI_3001G103400	0.5	2	2
SORBI_3001G103500	SORBI_3001G103500	0.6	19	
SORBI_3001G103600	SORBI_3001G103600		1	
SORBI_3001G103800	SORBI_3001G103800	3	11	11
SORBI_3001G103900	SORBI_3001G103900	50	54	56
SORBI_3001G104000	SORBI_3001G104000	5	7	7
SORBI_3001G104050	SORBI_3001G104050			0.6
SORBI_3001G104100	SORBI_3001G104100	0.6	10	0.5
SORBI_3001G104300	SORBI_3001G104300	4	4	7
SORBI_3001G104400	SORBI_3001G104400		0.7	2
SORBI_3001G104500	SORBI_3001G104500	8	14	11
SORBI_3001G104550	SORBI_3001G104550		4	
SORBI_3001G104600	SORBI_3001G104600	2	5	1
SORBI_3001G104700	SORBI_3001G104700	4	6	6
SORBI_3001G104800	SORBI_3001G104800	8	22	9
SORBI_3001G104900	SORBI_3001G104900	2	2	1
SORBI_3001G105000	SORBI_3001G105000	2	7	9
SORBI_3001G105100	SORBI_3001G105100	19	39	42
SORBI_3001G105200	SORBI_3001G105200	10	10	20
SORBI_3001G105300	SORBI_3001G105300	0.9	0.9	4
SORBI_3001G105400	SORBI_3001G105400	2	3	4
SORBI_3001G105500	SORBI_3001G105500	28	46	51
SORBI_3001G105600	SORBI_3001G105600	1	1	2
SORBI_3001G105700	SORBI_3001G105700	9	8	16
SORBI_3001G105800	SORBI_3001G105800	2	9	3
SORBI_3001G106000	SORBI_3001G106000	8	19	19
SORBI_3001G106100	SORBI_3001G106100	41	50	62
SORBI_3001G106200	SORBI_3001G106200	7	30	86
SORBI_3001G106300	SORBI_3001G106300	2	3	4
SORBI_3001G106400	SORBI_3001G106400	13	3	5
SORBI_3001G106500	SORBI_3001G106500		9	0.7
SORBI_3001G106600	SORBI_3001G106600	25	217	163
SORBI_3001G106700	SORBI_3001G106700	19	32	38
SORBI_3001G106800	SORBI_3001G106800		17	
SORBI_3001G106900	SORBI_3001G106900	20	37	43
SORBI_3001G107100	SORBI_3001G107100	98	1163	1456
SORBI_3001G107200	SORBI_3001G107200	217	561	931
SORBI_3001G107300	SORBI_3001G107300	15	18	17
SORBI_3001G107400	SORBI_3001G107400	10	25	43
SORBI_3001G107500	SORBI_3001G107500	122	135	201
SORBI_3001G107550	SORBI_3001G107550		1	
SORBI_3001G107600	SORBI_3001G107600	28	25	67
SORBI_3001G107800	SORBI_3001G107800	7	0.7	
SORBI_3001G107900	SORBI_3001G107900	22	23	36
SORBI_3001G108000	SORBI_3001G108000	2		7
SORBI_3001G108100	SORBI_3001G108100	29	24	15
SORBI_3001G108200	SORBI_3001G108200	10	5	3
SORBI_3001G108350	SORBI_3001G108350	0.6	3	2
SORBI_3001G108400	SORBI_3001G108400	5	12	18
SORBI_3001G108500	SORBI_3001G108500	6	14	13
SORBI_3001G108600	SORBI_3001G108600	7	24	25
SORBI_3001G108700	SORBI_3001G108700	4	2	1
SORBI_3001G108800	SORBI_3001G108800	2	2	1
SORBI_3001G108900	SORBI_3001G108900	26	28	31
SORBI_3001G109000	SORBI_3001G109000	15	11	2
SORBI_3001G109100	SORBI_3001G109100	3	4	8
SORBI_3001G109300	SORBI_3001G109300	30	47	67
SORBI_3001G109400	SORBI_3001G109400	1	7	10
SORBI_3001G109500	SORBI_3001G109500	7	7	10
SORBI_3001G109700	SORBI_3001G109700	6	11	14
SORBI_3001G109800	SORBI_3001G109800	27	20	36
SORBI_3001G109900	SORBI_3001G109900		25	
SORBI_3001G110000	SORBI_3001G110000	19	62	42
SORBI_3001G110300	SORBI_3001G110300	13	31	30
SORBI_3001G110400	SORBI_3001G110400	25	57	64
SORBI_3001G110500	SORBI_3001G110500		7	3
SORBI_3001G110600	SORBI_3001G110600	40	39	61
SORBI_3001G110701	SORBI_3001G110701	0.6	0.9	1
SORBI_3001G110800	SORBI_3001G110800	13	33	55
SORBI_3001G110900	SORBI_3001G110900	0.8	15	24
SORBI_3001G111000	SORBI_3001G111000	19	71	44
SORBI_3001G111150	SORBI_3001G111150	28	41	49
SORBI_3001G111300	SORBI_3001G111300		0.5	
SORBI_3001G111366	SORBI_3001G111366	9	41	13
SORBI_3001G111500	SORBI_3001G111500	63	217	105
SORBI_3001G111600	SORBI_3001G111600	18	23	37
SORBI_3001G111700	SORBI_3001G111700	11	118	11
SORBI_3001G111800	SORBI_3001G111800	89	58	57
SORBI_3001G111850	SORBI_3001G111850	10	19	32
SORBI_3001G111900	SORBI_3001G111900	8	21	23
SORBI_3001G112000	SORBI_3001G112000	8	8	13
SORBI_3001G112100	SORBI_3001G112100		6	2
SORBI_3001G112200	SORBI_3001G112200		2	13
SORBI_3001G112250	SORBI_3001G112250	3		
SORBI_3001G112300	SORBI_3001G112300	7	0.9	
SORBI_3001G112350	SORBI_3001G112350	5		
SORBI_3001G112400	SORBI_3001G112400	28	48	32
SORBI_3001G112600	SORBI_3001G112600	72	1372	210
SORBI_3001G112700	SORBI_3001G112700	10	23	30
SORBI_3001G112800	SORBI_3001G112800		1	2
SORBI_3001G112900	SORBI_3001G112900	16	31	55
SORBI_3001G113000	SORBI_3001G113000	41	33	66
SORBI_3001G113200	SORBI_3001G113200	23	126	102
SORBI_3001G113400	SORBI_3001G113400	3		
