GeneID,Gene Name,floral meristem,flower,plant embryo,root,shoot,vegetative meristem
SORBI_3008G175501,SORBI_3008G175501,1,1,,0.6,2,1
SORBI_3008G175600,SORBI_3008G175600,,3,,3,5,
SORBI_3008G175700,SORBI_3008G175700,1,1,,0.5,1,1
SORBI_3008G175800,SORBI_3008G175800,105,77,137,82,74,106
SORBI_3008G175900,SORBI_3008G175900,38,31,27,39,13,41
SORBI_3008G175933,SORBI_3008G175933,0.1,2,,0.6,0.2,
SORBI_3008G175966,SORBI_3008G175966,,0.1,,0.2,,
SORBI_3008G176000,SORBI_3008G176000,12,9,14,15,6,12
SORBI_3008G176100,SORBI_3008G176100,0.6,,,0.5,,0.4
SORBI_3008G176233,SORBI_3008G176233,,0.3,,,,
SORBI_3008G176300,SORBI_3008G176300,14,555,14,,34,19
SORBI_3008G176401,SORBI_3008G176401,,40,,,,
SORBI_3008G176500,SORBI_3008G176500,,7,0.2,0.4,,
SORBI_3008G176600,SORBI_3008G176600,,,2,,0.4,
SORBI_3008G176666,SORBI_3008G176666,,0.8,,,6,
SORBI_3008G176732,SORBI_3008G176732,,33,,1,28,
SORBI_3008G176800,SORBI_3008G176800,55,9,39,20,4,63
SORBI_3008G176900,SORBI_3008G176900,4,3,3,0.2,3,3
SORBI_3008G177001,SORBI_3008G177001,,0.9,,,,
SORBI_3008G177100,SORBI_3008G177100,7,2,3,3,1,9
SORBI_3008G177200,SORBI_3008G177200,79,93,48,169,378,77
SORBI_3008G177400,SORBI_3008G177400,,,,0.8,,0.1
SORBI_3008G177800,SORBI_3008G177800,43,8,25,13,5,41
SORBI_3008G177850,SORBI_3008G177850,1,8,0.9,18,142,2
SORBI_3008G177900,SORBI_3008G177900,4,6,4,12,77,4
SORBI_3008G177950,SORBI_3008G177950,3,1,,0.7,0.4,4
SORBI_3008G178000,SORBI_3008G178000,9,8,1,0.7,2,7
SORBI_3008G178100,SORBI_3008G178100,8,6,0.5,0.6,3,7
SORBI_3008G178400,SORBI_3008G178400,3,2,2,2,1,2
SORBI_3008G178450,SORBI_3008G178450,11,3,4,2,2,10
SORBI_3008G178500,SORBI_3008G178500,7,2,6,2,1,7
SORBI_3008G178533,SORBI_3008G178533,8,1,7,0.5,1,7
SORBI_3008G178566,SORBI_3008G178566,5,1,13,0.6,1,7
SORBI_3008G178600,SORBI_3008G178600,8,1,32,0.9,1,7
SORBI_3008G178701,SORBI_3008G178701,4,0.6,6,0.5,0.2,1
SORBI_3008G178800,SORBI_3008G178800,452,605,514,1524,481,582
SORBI_3008G178901,SORBI_3008G178901,0.3,1,,7,4,0.9
SORBI_3008G179000,SORBI_3008G179000,7,2,15,4,1,10
SORBI_3008G179100,SORBI_3008G179100,1,3,0.7,,,0.8
SORBI_3008G179200,SORBI_3008G179200,5,10,1,2,2,4
SORBI_3008G179400,SORBI_3008G179400,0.1,,0.3,0.2,,0.1
SORBI_3008G179500,SORBI_3008G179500,53,236,136,256,120,52
SORBI_3008G179600,SORBI_3008G179600,6,2,3,4,0.2,9
SORBI_3008G179700,SORBI_3008G179700,85,57,76,52,30,86
SORBI_3008G179800,SORBI_3008G179800,49,10,28,11,4,40
SORBI_3008G179900,SORBI_3008G179900,111,155,154,596,380,125
SORBI_3008G180000,SORBI_3008G180000,0.1,2,,,,
SORBI_3008G180200,SORBI_3008G180200,7,2,4,,0.1,7
SORBI_3008G180300,SORBI_3008G180300,,0.6,,2,,
SORBI_3008G180400,SORBI_3008G180400,22,5,4,,0.1,12
SORBI_3008G180600,SORBI_3008G180600,,0.3,,,,
SORBI_3008G180701,SORBI_3008G180701,,,,,,0.1
SORBI_3008G180800,SORBI_3008G180800,12,27,21,8,18,15
SORBI_3008G180900,SORBI_3008G180900,46,49,51,45,13,35
SORBI_3008G181000,SORBI_3008G181000,0.1,4,,5,1,0.3
SORBI_3008G181050,SORBI_3008G181050,,0.2,0.3,,,
SORBI_3008G181100,SORBI_3008G181100,0.2,,2,3,,
SORBI_3008G181200,SORBI_3008G181200,,0.2,6,,,
SORBI_3008G181300,SORBI_3008G181300,4,2,2,3,5,2
SORBI_3008G181400,SORBI_3008G181400,38,12,35,18,39,48
SORBI_3008G181600,SORBI_3008G181600,,1,,,0.1,
SORBI_3008G181801,SORBI_3008G181801,2,0.4,2,0.7,0.4,0.7
SORBI_3008G181900,SORBI_3008G181900,,0.4,,,,
SORBI_3008G182000,SORBI_3008G182000,,,,0.2,0.3,
SORBI_3008G182100,SORBI_3008G182100,,,158,,,
SORBI_3008G182200,SORBI_3008G182200,,,12,,,
SORBI_3008G182300,SORBI_3008G182300,,1,,,0.2,
SORBI_3008G182350,SORBI_3008G182350,,,2,,,
SORBI_3008G182400,SORBI_3008G182400,,13,0.3,0.1,0.7,
SORBI_3008G182500,SORBI_3008G182500,0.2,635,,,2,
SORBI_3008G182600,SORBI_3008G182600,,1,,8,3,
SORBI_3008G182700,SORBI_3008G182700,,10,,2,9,
SORBI_3008G182800,SORBI_3008G182800,0.1,136,0.3,1,27,
SORBI_3008G182900,SORBI_3008G182900,0.1,17,,2,46,0.2
SORBI_3008G183100,SORBI_3008G183100,,,,0.5,0.1,0.1
SORBI_3008G183150,SORBI_3008G183150,,,,,0.3,
SORBI_3008G183200,SORBI_3008G183200,,1,,0.7,4,
SORBI_3008G183300,SORBI_3008G183300,,,,,1,
SORBI_3008G183400,SORBI_3008G183400,0.1,0.1,0.2,0.3,0.1,
SORBI_3008G183500,SORBI_3008G183500,,0.7,,64,25,
SORBI_3008G183600,SORBI_3008G183600,,0.5,0.2,,,0.1
SORBI_3008G183700,SORBI_3008G183700,24,18,22,22,37,25
SORBI_3008G183800,SORBI_3008G183800,,7,,,,
SORBI_3008G183900,SORBI_3008G183900,,0.8,,2,0.1,
SORBI_3008G184000,SORBI_3008G184000,,,0.6,,,
SORBI_3008G184100,SORBI_3008G184100,,,3,,,
SORBI_3008G184201,SORBI_3008G184201,0.4,0.3,0.5,,,
SORBI_3008G184300,SORBI_3008G184300,6,0.1,0.2,,,5
SORBI_3008G184400,SORBI_3008G184400,,,0.6,,,
SORBI_3008G185066,SORBI_3008G185066,21,3,15,5,1,24
SORBI_3008G185200,SORBI_3008G185200,2,0.2,3,5,0.2,1
SORBI_3008G185300,SORBI_3008G185300,24,4,9,3,4,21
SORBI_3008G185400,SORBI_3008G185400,22,32,25,40,20,23
SORBI_3008G185500,SORBI_3008G185500,35,82,50,61,43,40
SORBI_3008G185600,SORBI_3008G185600,9,6,3,18,3,4
SORBI_3008G185800,SORBI_3008G185800,28,16,25,17,13,26
SORBI_3008G185900,SORBI_3008G185900,3698,1968,1274,2936,1799,3008
SORBI_3008G186000,SORBI_3008G186000,2,0.3,1,0.9,0.6,1
SORBI_3008G186100,SORBI_3008G186100,,1,0.9,13,0.5,
SORBI_3008G186200,SORBI_3008G186200,25,93,71,80,61,25
SORBI_3008G186300,SORBI_3008G186300,0.7,14,4,25,6,0.3
SORBI_3008G186400,SORBI_3008G186400,0.2,6,0.1,14,11,2
SORBI_3008G186500,SORBI_3008G186500,21,3,11,6,8,20
SORBI_3008G186600,SORBI_3008G186600,14,14,34,32,10,15
SORBI_3008G186700,SORBI_3008G186700,1,0.3,,0.1,0.1,1
SORBI_3008G186800,SORBI_3008G186800,44,4,4,,,38
SORBI_3008G186900,SORBI_3008G186900,0.3,466,,,,
SORBI_3008G187001,SORBI_3008G187001,,0.3,,0.3,0.2,
SORBI_3008G187100,SORBI_3008G187100,20,13,10,3,8,18
SORBI_3008G187200,SORBI_3008G187200,,,0.1,0.2,0.1,
SORBI_3008G187300,SORBI_3008G187300,,12,,23,7,0.1
SORBI_3008G187400,SORBI_3008G187400,0.1,0.1,,0.1,0.1,0.2
SORBI_3008G187450,SORBI_3008G187450,,,,0.2,,
SORBI_3008G187500,SORBI_3008G187500,,2,,5,2,
SORBI_3008G187700,SORBI_3008G187700,,,,2,,
SORBI_3008G187800,SORBI_3008G187800,1,1,2,0.7,1,0.3
SORBI_3008G187900,SORBI_3008G187900,0.1,8,0.6,6,14,0.8
SORBI_3008G188000,SORBI_3008G188000,0.1,2,29,1,4,0.1
SORBI_3008G188100,SORBI_3008G188100,,3,0.2,0.8,2,
SORBI_3008G188200,SORBI_3008G188200,,,257,,,
SORBI_3008G188300,SORBI_3008G188300,,,0.4,,,
SORBI_3008G188400,SORBI_3008G188400,2,23,1,1,3,0.8
SORBI_3008G188600,SORBI_3008G188600,6,13,9,5,31,6
SORBI_3008G188700,SORBI_3008G188700,53,81,33,101,52,41
SORBI_3008G188800,SORBI_3008G188800,57,33,28,3,0.9,42
SORBI_3008G188900,SORBI_3008G188900,6,34,2,108,38,9
SORBI_3008G188950,SORBI_3008G188950,,0.3,,,,
SORBI_3008G189000,SORBI_3008G189000,,1,,0.1,2,0.1
SORBI_3008G189100,SORBI_3008G189100,5,53,1,33,93,9
SORBI_3008G189200,SORBI_3008G189200,6,7,0.7,39,23,11
SORBI_3008G189300,SORBI_3008G189300,58,124,86,176,83,66
SORBI_3008G189400,SORBI_3008G189400,52,17,29,25,10,36
SORBI_3008G189500,SORBI_3008G189500,0.1,22,,12,3421,0.1
SORBI_3008G189600,SORBI_3008G189600,4,5,0.5,1,3,4
SORBI_3008G189700,SORBI_3008G189700,,,,0.6,,
SORBI_3008G189800,SORBI_3008G189800,,0.5,,,,
SORBI_3008G189900,SORBI_3008G189900,24,6,8,4,7,23
SORBI_3008G190000,SORBI_3008G190000,260,5,52,11,4,272
SORBI_3008G190100,SORBI_3008G190100,203,162,654,243,188,239
SORBI_3008G190200,SORBI_3008G190200,2,6,,11,6,0.3
SORBI_3008G190300,SORBI_3008G190300,,10,,,,
SORBI_3008G190400,SORBI_3008G190400,0.2,4,1,,,0.3
SORBI_3008G190500,SORBI_3008G190500,231,190,150,127,137,266
SORBI_3008G190600,SORBI_3008G190600,8,2,5,4,3,12
SORBI_3008G190700,SORBI_3008G190700,17,7,19,10,5,21
SORBI_3008G190800,SORBI_3008G190800,,,,,0.1,
SORBI_3008G190900,SORBI_3008G190900,3,19,3,8,6,3
SORBI_3008G191000,SORBI_3008G191000,0.3,2,0.2,11,11,1
SORBI_3008G191100,SORBI_3008G191100,15,26,24,18,23,13
SORBI_3008G191200,SORBI_3008G191200,0.2,8,0.8,24,1,0.2
SORBI_3008G191300,SORBI_3008G191300,0.1,4,0.3,81,21,
SORBI_3008G191400,SORBI_3008G191400,0.8,3,1,72,1,2
SORBI_3008G191500,SORBI_3008G191500,57,16,15,44,15,57
SORBI_3008G191600,SORBI_3008G191600,0.2,0.3,,10,0.4,
SORBI_3008G191700,SORBI_3008G191700,,21,3,,0.9,
SORBI_3008G191800,SORBI_3008G191800,0.1,,,0.4,,
SORBI_3008G191850,SORBI_3008G191850,9,2,9,1,0.9,6
SORBI_3008G191900,SORBI_3008G191900,,7,,,,
SORBI_3008G192000,SORBI_3008G192000,150,92,42,102,55,108
SORBI_3008G192100,SORBI_3008G192100,,,3,,,
SORBI_3008G192300,SORBI_3008G192300,11,11,10,3,5,12
SORBI_3008G192400,SORBI_3008G192400,2,0.4,0.3,11,0.4,1
SORBI_3008G192500,SORBI_3008G192500,11,7,10,5,4,11
SORBI_3008G192600,SORBI_3008G192600,97,45,74,46,28,82
SORBI_3008G192700,SORBI_3008G192700,134,84,73,86,47,140
SORBI_3008G192800,SORBI_3008G192800,67,46,59,46,34,71
SORBI_3008G192900,SORBI_3008G192900,61,39,61,63,25,63
SORBI_3008G193000,SORBI_3008G193000,4,0.9,1,1,0.5,3
SORBI_3008G193200,SORBI_3008G193200,2,5,2,2,24,1
SORBI_3008G193300,SORBI_3008G193300,22,47,37,114,156,26
SORBI_3008G193400,SORBI_3008G193400,6,2,0.8,2,2,5
SORBI_3009G000100,SORBI_3009G000100,20,21,42,23,11,20
SORBI_3009G000200,SORBI_3009G000200,15,9,4,46,12,13
SORBI_3009G000300,SORBI_3009G000300,31,10,16,20,11,41
SORBI_3009G000400,SORBI_3009G000400,142,56,98,32,27,130
SORBI_3009G000500,SORBI_3009G000500,215,120,157,114,80,174
SORBI_3009G000600,SORBI_3009G000600,99,5,12,2,1,74
SORBI_3009G000700,SORBI_3009G000700,9,3,2,1,1,18
SORBI_3009G000801,SORBI_3009G000801,1,0.2,0.9,0.3,0.2,1
SORBI_3009G000900,SORBI_3009G000900,3,1,0.1,3,27,5
SORBI_3009G001000,SORBI_3009G001000,0.1,16,0.2,4,2,0.3
SORBI_3009G001100,SORBI_3009G001100,21,10,9,7,9,22
SORBI_3009G001200,SORBI_3009G001200,65,11,33,28,8,97
SORBI_3009G001300,SORBI_3009G001300,47,15,28,13,11,51
SORBI_3009G001400,SORBI_3009G001400,27,84,45,122,61,26
SORBI_3009G001500,SORBI_3009G001500,299,297,415,129,1097,347
SORBI_3009G001600,SORBI_3009G001600,,,2008,,,
SORBI_3009G001700,SORBI_3009G001700,,4,,2,3,
SORBI_3009G001800,SORBI_3009G001800,,129,,18,94,
SORBI_3009G001900,SORBI_3009G001900,15,18,15,17,12,18
SORBI_3009G002000,SORBI_3009G002000,65,32,81,44,21,76
SORBI_3009G002100,SORBI_3009G002100,28,22,16,,0.2,12
SORBI_3009G002200,SORBI_3009G002200,547,24,235,18,4,484
SORBI_3009G002300,SORBI_3009G002300,23,14,19,25,19,22
SORBI_3009G002400,SORBI_3009G002400,,0.1,,22,,
SORBI_3009G002500,SORBI_3009G002500,,,,0.2,46,
SORBI_3009G002600,SORBI_3009G002600,0.2,1,,2,48,
SORBI_3009G002700,SORBI_3009G002700,0.1,0.2,0.8,1,1,
SORBI_3009G002800,SORBI_3009G002800,21,20,9,11,10,21
SORBI_3009G002900,SORBI_3009G002900,34,4,16,2,7,36
SORBI_3009G003000,SORBI_3009G003000,48,15,30,131,23,46
SORBI_3009G003300,SORBI_3009G003300,39,24,42,24,16,36
SORBI_3009G003500,SORBI_3009G003500,,0.4,,,,
SORBI_3009G003600,SORBI_3009G003600,0.1,1,0.2,7,1,0.1
SORBI_3009G003700,SORBI_3009G003700,126,83,203,105,51,161
SORBI_3009G003800,SORBI_3009G003800,25,34,22,41,15,19
SORBI_3009G003900,SORBI_3009G003900,6,11,4,16,9,6
SORBI_3009G004000,SORBI_3009G004000,5,1,0.7,0.4,1,5
SORBI_3009G004100,SORBI_3009G004100,19,20,26,4,154,19
SORBI_3009G004200,SORBI_3009G004200,19,10,19,28,11,23
SORBI_3009G004300,SORBI_3009G004300,37,42,49,24,12,39
SORBI_3009G004400,SORBI_3009G004400,15,8,7,13,7,18
SORBI_3009G004500,SORBI_3009G004500,0.4,8,0.1,0.3,44,0.3
SORBI_3009G004600,SORBI_3009G004600,30,26,10,20,18,27
SORBI_3009G004700,SORBI_3009G004700,15,5,6,8,6,16
SORBI_3009G004800,SORBI_3009G004800,14,6,3,4,13,11
SORBI_3009G004900,SORBI_3009G004900,,,,19,,
SORBI_3009G004950,SORBI_3009G004950,,,,0.9,,
SORBI_3009G005100,SORBI_3009G005100,20,7,7,13,7,17
SORBI_3009G005200,SORBI_3009G005200,5,0.7,0.1,0.2,0.3,4
SORBI_3009G005400,SORBI_3009G005400,54,58,88,49,61,61
SORBI_3009G005500,SORBI_3009G005500,108,40,73,60,31,105
SORBI_3009G005600,SORBI_3009G005600,,0.1,,,3,
SORBI_3009G005700,SORBI_3009G005700,19,8,13,7,3,19
SORBI_3009G005800,SORBI_3009G005800,0.3,0.1,0.1,0.1,0.1,0.2
SORBI_3009G005900,SORBI_3009G005900,394,309,353,330,289,446
SORBI_3009G006000,SORBI_3009G006000,14,8,6,6,6,14
SORBI_3009G006100,SORBI_3009G006100,291,225,265,297,119,346
SORBI_3009G006200,SORBI_3009G006200,,,0.1,9,0.1,
SORBI_3009G006300,SORBI_3009G006300,,0.3,,8,1,
SORBI_3009G006400,SORBI_3009G006400,,1,,0.3,0.9,
SORBI_3009G006500,SORBI_3009G006500,,0.3,2,3,,
SORBI_3009G006600,SORBI_3009G006600,5,9,0.1,1,3,8
SORBI_3009G006700,SORBI_3009G006700,,1,,,,
SORBI_3009G006900,SORBI_3009G006900,91,30,46,19,9,85
SORBI_3009G007100,SORBI_3009G007100,0.1,,320,,,0.1
SORBI_3009G007200,SORBI_3009G007200,,2,,0.4,,
SORBI_3009G007300,SORBI_3009G007300,,10,,,,
SORBI_3009G007500,SORBI_3009G007500,,,0.6,,,
SORBI_3009G007600,SORBI_3009G007600,0.2,0.8,0.3,,,0.3
SORBI_3009G007700,SORBI_3009G007700,205,124,136,82,48,211
SORBI_3009G007800,SORBI_3009G007800,32,21,26,23,27,36
SORBI_3009G007901,SORBI_3009G007901,,0.6,,,,
SORBI_3009G008000,SORBI_3009G008000,,0.7,,,,
SORBI_3009G008100,SORBI_3009G008100,46,118,47,67,67,41
SORBI_3009G008200,SORBI_3009G008200,37,21,31,17,6,31
SORBI_3009G008300,SORBI_3009G008300,0.1,0.1,0.1,5,0.1,
SORBI_3009G008400,SORBI_3009G008400,8,3,5,8,4,7
SORBI_3009G008600,SORBI_3009G008600,41,43,50,34,18,44
SORBI_3009G008800,SORBI_3009G008800,7,13,2,418,163,28
SORBI_3009G008900,SORBI_3009G008900,166,281,325,560,297,233
SORBI_3009G009000,SORBI_3009G009000,5,0.4,0.1,,4,6
SORBI_3009G009200,SORBI_3009G009200,,,,157,9,
SORBI_3009G009300,SORBI_3009G009300,,71,,,22,
SORBI_3009G009400,SORBI_3009G009400,0.4,,,,,
SORBI_3009G009500,SORBI_3009G009500,0.5,50,,148,430,0.4
SORBI_3009G009600,SORBI_3009G009600,0.2,15,,126,46,0.2
SORBI_3009G009700,SORBI_3009G009700,,4,,3,3,
SORBI_3009G009800,SORBI_3009G009800,,3,6,6,2,
SORBI_3009G009900,SORBI_3009G009900,,0.6,3,2,0.2,
SORBI_3009G010000,SORBI_3009G010000,,,1,,,
SORBI_3009G010150,SORBI_3009G010150,,,43,,,
SORBI_3009G010300,SORBI_3009G010300,127,23,85,55,20,127
SORBI_3009G010400,SORBI_3009G010400,30,10,22,10,8,15
SORBI_3009G010600,SORBI_3009G010600,13,7,13,5,5,12
SORBI_3009G010700,SORBI_3009G010700,25,156,8,1,114,23
SORBI_3009G010900,SORBI_3009G010900,10,11,23,1,43,14
SORBI_3009G011000,SORBI_3009G011000,3,0.3,0.8,,0.4,3
SORBI_3009G011050,SORBI_3009G011050,8,0.7,3,,0.5,7
SORBI_3009G011100,SORBI_3009G011100,7,0.5,1,,0.6,5
SORBI_3009G011200,SORBI_3009G011200,0.8,0.1,0.6,,0.1,0.3
SORBI_3009G011300,SORBI_3009G011300,0.2,0.2,,,,0.1
SORBI_3009G011400,SORBI_3009G011400,84,93,83,91,39,77
SORBI_3009G011500,SORBI_3009G011500,123,37,30,8,7,93
SORBI_3009G011600,SORBI_3009G011600,24,40,25,15,89,27
SORBI_3009G011700,SORBI_3009G011700,27,31,17,33,17,25
SORBI_3009G011800,SORBI_3009G011800,1,0.7,0.4,1,0.6,1
SORBI_3009G012000,SORBI_3009G012000,,4,,0.1,,
SORBI_3009G012200,SORBI_3009G012200,2,4,3,5,6,1
SORBI_3009G012300,SORBI_3009G012300,1,3,28,0.1,0.1,0.4
SORBI_3009G012400,SORBI_3009G012400,52,7,24,1,0.9,40
SORBI_3009G012500,SORBI_3009G012500,232,6,256,1,1,231
SORBI_3009G012550,SORBI_3009G012550,0.1,,,,,
SORBI_3009G012600,SORBI_3009G012600,111,16,82,15,8,105
SORBI_3009G012700,SORBI_3009G012700,171,75,133,93,41,193
SORBI_3009G012800,SORBI_3009G012800,11,7,8,10,4,13
SORBI_3009G012900,SORBI_3009G012900,,0.3,,,0.3,
SORBI_3009G013000,SORBI_3009G013000,13,6,9,5,3,11
SORBI_3009G013100,SORBI_3009G013100,26,7,14,6,3,16
SORBI_3009G013200,SORBI_3009G013200,0.1,,0.7,,,
SORBI_3009G013300,SORBI_3009G013300,24,13,16,7,8,16
SORBI_3009G013400,SORBI_3009G013400,182,123,289,25,87,162
SORBI_3009G013600,SORBI_3009G013600,0.2,,0.1,1,,0.7
SORBI_3009G013700,SORBI_3009G013700,4,12,15,28,9,4
SORBI_3009G013800,SORBI_3009G013800,4,2,1,3,0.6,4
SORBI_3009G013850,SORBI_3009G013850,0.1,,0.4,,,0.1
SORBI_3009G013900,SORBI_3009G013900,255,64,41,179,41,195
SORBI_3009G014100,SORBI_3009G014100,2,2,2,0.5,4,2
SORBI_3009G014200,SORBI_3009G014200,3,2,3,0.9,0.8,1
SORBI_3009G014266,SORBI_3009G014266,107,18,22,19,14,104
SORBI_3009G014332,SORBI_3009G014332,44,7,28,10,7,46
SORBI_3009G014400,SORBI_3009G014400,25,5,9,6,9,29
SORBI_3009G014500,SORBI_3009G014500,4,0.9,2,2,0.5,5
SORBI_3009G014600,SORBI_3009G014600,0.7,0.9,,7,0.5,2
SORBI_3009G014700,SORBI_3009G014700,,7,,2,0.7,0.2
SORBI_3009G014900,SORBI_3009G014900,0.1,0.5,2,,,0.2
SORBI_3009G015000,SORBI_3009G015000,14,45,30,45,17,22
SORBI_3009G015100,SORBI_3009G015100,37,93,51,67,87,24
SORBI_3009G015166,SORBI_3009G015166,0.1,0.1,0.5,16,,
SORBI_3009G015200,SORBI_3009G015200,,0.3,0.2,3,,
SORBI_3009G015300,SORBI_3009G015300,,0.1,0.8,,1,
SORBI_3009G015400,SORBI_3009G015400,,0.1,1,,0.8,
SORBI_3009G015500,SORBI_3009G015500,,,,2,0.2,
SORBI_3009G015700,SORBI_3009G015700,452,321,253,163,234,456
SORBI_3009G015800,SORBI_3009G015800,272,158,178,83,60,223
SORBI_3009G015900,SORBI_3009G015900,80,50,45,46,17,105
SORBI_3009G016000,SORBI_3009G016000,36,46,53,77,22,42
SORBI_3009G016100,SORBI_3009G016100,0.3,0.7,0.1,0.6,,0.2
SORBI_3009G016201,SORBI_3009G016201,61,64,61,64,27,56
SORBI_3009G016300,SORBI_3009G016300,,2,,76,,
SORBI_3009G016400,SORBI_3009G016400,14,8,16,16,8,20
SORBI_3009G016500,SORBI_3009G016500,72,89,123,113,46,105
SORBI_3009G016600,SORBI_3009G016600,3,38,0.2,436,215,11
SORBI_3009G016633,SORBI_3009G016633,0.5,14,,346,57,3
SORBI_3009G016666,SORBI_3009G016666,,0.2,,4,2,
SORBI_3009G016700,SORBI_3009G016700,0.5,343,0.2,0.3,,0.3
SORBI_3009G016800,SORBI_3009G016800,8,4,3,7,1,13
SORBI_3009G016900,SORBI_3009G016900,0.1,11,0.2,0.1,,0.1
SORBI_3009G017000,SORBI_3009G017000,,1,4,0.3,,
SORBI_3009G017200,SORBI_3009G017200,34,37,40,19,13,30
SORBI_3009G017300,SORBI_3009G017300,0.3,5,,,0.3,0.3
SORBI_3009G017400,SORBI_3009G017400,53,28,25,51,32,51
SORBI_3009G017500,SORBI_3009G017500,22,28,29,100,51,24
SORBI_3009G017600,SORBI_3009G017600,8,148,35,35,37,10
SORBI_3009G017666,SORBI_3009G017666,26,12,5,8,13,18
SORBI_3009G017732,SORBI_3009G017732,16,3,12,1,0.8,10
SORBI_3009G017800,SORBI_3009G017800,586,374,401,323,340,510
SORBI_3009G018000,SORBI_3009G018000,33,3,17,3,2,38
SORBI_3009G018100,SORBI_3009G018100,0.5,,,0.1,0.4,0.8
SORBI_3009G018200,SORBI_3009G018200,,,0.1,0.3,,
SORBI_3009G018300,SORBI_3009G018300,,,,10,,0.1
SORBI_3009G018450,SORBI_3009G018450,10,3,5,2,4,10
SORBI_3009G018700,SORBI_3009G018700,0.6,,,,,0.4
SORBI_3009G018800,SORBI_3009G018800,0.1,1,0.5,,0.5,0.5
SORBI_3009G018900,SORBI_3009G018900,3,0.6,0.9,,0.4,3
SORBI_3009G019000,SORBI_3009G019000,2,0.6,,,11,1
SORBI_3009G019100,SORBI_3009G019100,,0.7,,0.1,7,
SORBI_3009G019200,SORBI_3009G019200,0.2,18,0.4,3,8,0.9
SORBI_3009G019400,SORBI_3009G019400,,,146,,,
SORBI_3009G019550,SORBI_3009G019550,,3,,,,
SORBI_3009G019700,SORBI_3009G019700,,0.1,1024,,,
SORBI_3009G019800,SORBI_3009G019800,1,2,1,0.3,1,1
SORBI_3009G019900,SORBI_3009G019900,,0.2,0.2,,0.1,
SORBI_3009G020000,SORBI_3009G020000,,,105,,,
SORBI_3009G020100,SORBI_3009G020100,8,9,25,8,12,11
SORBI_3009G020200,SORBI_3009G020200,,0.1,0.1,0.7,,
SORBI_3009G020500,SORBI_3009G020500,91,59,118,58,26,83
SORBI_3009G020600,SORBI_3009G020600,8,0.4,5,0.4,0.2,6
SORBI_3009G020700,SORBI_3009G020700,4,2,3,2,0.8,4
SORBI_3009G020900,SORBI_3009G020900,41,22,198,48,23,19
SORBI_3009G020950,SORBI_3009G020950,4,1,3,3,3,2
SORBI_3009G021000,SORBI_3009G021000,,2,,,,
SORBI_3009G021050,SORBI_3009G021050,,0.6,,,,
SORBI_3009G021100,SORBI_3009G021100,,0.3,,,,
SORBI_3009G021300,SORBI_3009G021300,,,607,,,
SORBI_3009G021400,SORBI_3009G021400,,0.6,814,3,0.3,
SORBI_3009G021500,SORBI_3009G021500,0.1,,0.2,0.1,,
SORBI_3009G021600,SORBI_3009G021600,,,39,92,0.2,
SORBI_3009G021700,SORBI_3009G021700,6,5,1,10,3,5
SORBI_3009G021900,SORBI_3009G021900,0.8,0.2,0.5,0.3,0.1,0.4
SORBI_3009G022000,SORBI_3009G022000,,12,,11,5,
SORBI_3009G022100,SORBI_3009G022100,126,41,67,27,16,96
SORBI_3009G022200,SORBI_3009G022200,337,100,102,94,61,310
SORBI_3009G022400,SORBI_3009G022400,163,151,150,224,79,187
SORBI_3009G022500,SORBI_3009G022500,0.1,0.4,0.1,0.1,0.7,
SORBI_3009G022600,SORBI_3009G022600,,0.2,2,0.1,1,
SORBI_3009G022800,SORBI_3009G022800,1,3,3,0.7,4,1
SORBI_3009G022900,SORBI_3009G022900,,0.3,0.2,0.9,,0.1
SORBI_3009G023200,SORBI_3009G023200,169,238,233,168,150,125
SORBI_3009G023300,SORBI_3009G023300,,1,,,,
SORBI_3009G023401,SORBI_3009G023401,,38,,17,47,
SORBI_3009G023501,SORBI_3009G023501,,0.9,0.4,0.4,0.2,
SORBI_3009G023600,SORBI_3009G023600,1,13,3,3,3,2
SORBI_3009G023700,SORBI_3009G023700,,19,11,29,3,0.2
SORBI_3009G023801,SORBI_3009G023801,6,8,9,5,3,7
SORBI_3009G023900,SORBI_3009G023900,5,2,,0.1,,3
SORBI_3009G024000,SORBI_3009G024000,68,25,25,25,18,46
SORBI_3009G024100,SORBI_3009G024100,42,20,39,28,17,40
SORBI_3009G024133,SORBI_3009G024133,,,,,5,
SORBI_3009G024200,SORBI_3009G024200,78,122,104,152,78,69
SORBI_3009G024300,SORBI_3009G024300,16,16,18,15,56,16
SORBI_3009G024400,SORBI_3009G024400,31,18,17,12,12,29
SORBI_3009G024500,SORBI_3009G024500,9,18,12,24,19,9
SORBI_3009G024600,SORBI_3009G024600,0.4,5,14,221,101,0.8
SORBI_3009G024700,SORBI_3009G024700,0.1,,,,,0.1
SORBI_3009G024800,SORBI_3009G024800,1,0.4,2,1,0.2,2
SORBI_3009G024900,SORBI_3009G024900,12,2,6,2,0.5,17
SORBI_3009G025100,SORBI_3009G025100,14,2,8,3,0.3,12
SORBI_3009G025200,SORBI_3009G025200,3,3,2,3,0.2,4
SORBI_3009G025300,SORBI_3009G025300,1,0.7,0.1,,,0.2
SORBI_3009G025400,SORBI_3009G025400,112,8,30,8,2,112
SORBI_3009G025500,SORBI_3009G025500,0.7,,652,,,0.3
SORBI_3009G025700,SORBI_3009G025700,13,22,52,12,5,15
