GeneID	GeneName	leaf	early_infl	emer_infl	seed_5DAP	seed_10DAP	anther	pistil	embryo	endosperm
SORBI_3001G041600	SORBI_3001G041600			11			260	1		
SORBI_3001G041700	SORBI_3001G041700	3	4	4	4	1	5	4	6	1
SORBI_3001G041800	SORBI_3001G041800	190	30	37	35	37	11	28	24	26
SORBI_3001G041900	SORBI_3001G041900	11	17	12	9	6	2	10	6	4
SORBI_3001G042000	SORBI_3001G042000	96	46	34	69	50	22	140	19	19
SORBI_3001G042200	SORBI_3001G042200	53	138	144	137	123	198	187	165	93
SORBI_3001G042301	SORBI_3001G042301	23	13	9	5	3	4	7		2
SORBI_3001G042400	SORBI_3001G042400	2	2	5	3	2	20	2		
SORBI_3001G042500	SORBI_3001G042500	4	65	16	119	23	47	95	33	56
SORBI_3001G042600	SORBI_3001G042600		2						1	
SORBI_3001G042700	SORBI_3001G042700		1		1			1		
SORBI_3001G042800	SORBI_3001G042800	12	12	11	16	192	22	20	20	484
SORBI_3001G042901	SORBI_3001G042901	3		2						
SORBI_3001G043000	SORBI_3001G043000	16								
SORBI_3001G043100	SORBI_3001G043100	18	25	31	31	12	21	20	28	9
SORBI_3001G043200	SORBI_3001G043200	2	9	9	11	3	17	11	9	2
SORBI_3001G043300	SORBI_3001G043300		1	1				1	2	
SORBI_3001G043400	SORBI_3001G043400	32	63	74	46	42	75	75	63	32
SORBI_3001G043500	SORBI_3001G043500	8	44	56	107	13	34	145	14	7
SORBI_3001G043601	SORBI_3001G043601	12	15	21	26	6	9	17	16	5
SORBI_3001G043700	SORBI_3001G043700		16	11	16	9	8	15	13	11
SORBI_3001G043800	SORBI_3001G043800	83	67	69	63	29	60	78	50	34
SORBI_3001G043900	SORBI_3001G043900	7	16	20	18	9	17	21	18	5
SORBI_3001G044000	SORBI_3001G044000	2	7	5	5	2	5	5	3	2
SORBI_3001G044300	SORBI_3001G044300					1			34	2
SORBI_3001G044400	SORBI_3001G044400		2		2	1		2		2
SORBI_3001G044500	SORBI_3001G044500	3	14	10	8	3	31	11	4	2
SORBI_3001G044600	SORBI_3001G044600	5	8	8	10	3	2	14	9	2
SORBI_3001G044700	SORBI_3001G044700		1		4		3	39	1	
SORBI_3001G044800	SORBI_3001G044800	23	24	139	52	50	37	70	7	11
SORBI_3001G044900	SORBI_3001G044900	2	6	10	10	4	2	9	5	3
SORBI_3001G045000	SORBI_3001G045000	26	60	93	37	25	24	50	23	20
SORBI_3001G045100	SORBI_3001G045100			1				1	3	
SORBI_3001G045300	SORBI_3001G045300		1						1	
SORBI_3001G045400	SORBI_3001G045400						22			
SORBI_3001G045600	SORBI_3001G045600	182	21	96	43	26	9	39	24	37
SORBI_3001G045700	SORBI_3001G045700	19	158	80	99	47	35	222	104	47
SORBI_3001G045800	SORBI_3001G045800		6							
SORBI_3001G046000	SORBI_3001G046000	168	3	3	20	6	6	23	46	21
SORBI_3001G046100	SORBI_3001G046100	27	73	67	157	33	103	79	75	28
SORBI_3001G046200	SORBI_3001G046200	7	6	12	8	5	13	8	10	3
SORBI_3001G046300	SORBI_3001G046300	30	102	77	185	71	93	109	118	46
SORBI_3001G046400	SORBI_3001G046400		918	62	43	58	7	285	338	10
SORBI_3001G046500	SORBI_3001G046500		2	2	4		2	2	17	
SORBI_3001G046600	SORBI_3001G046600	26	2	9						
SORBI_3001G046700	SORBI_3001G046700	18	1	35	2		1	1	3	
SORBI_3001G046800	SORBI_3001G046800	3	66	10	1			15		
SORBI_3001G046900	SORBI_3001G046900	3093	44	136	56	45	14	33		21
SORBI_3001G047000	SORBI_3001G047000	18	22	20	51	8	5	42	25	10
SORBI_3001G047100	SORBI_3001G047100	18	39	40	38	12	52	44	39	10
SORBI_3001G047200	SORBI_3001G047200	28	127	60	77	26	16	165	112	21
SORBI_3001G047400	SORBI_3001G047400	13	15	24	21	8	19	18	14	11
SORBI_3001G047600	SORBI_3001G047600	20	40	64	49	13	154	33	30	10
SORBI_3001G047700	SORBI_3001G047700	1	3	2	1	1	2	4		5
SORBI_3001G047800	SORBI_3001G047800	94	191	183	337	98	426	204	144	63
SORBI_3001G047900	SORBI_3001G047900	5	24	10	11	2	4	16	7	
SORBI_3001G048000	SORBI_3001G048000	41								
SORBI_3001G048100	SORBI_3001G048100	82	95	72	78	38	46	95	33	38
SORBI_3001G048200	SORBI_3001G048200	41	13	23	22	6	16	11	20	6
SORBI_3001G048300	SORBI_3001G048300		1	2		1	12	1	1	
SORBI_3001G048400	SORBI_3001G048400	134	5	4	13	3	26	19	3	5
SORBI_3001G048500	SORBI_3001G048500	1								
SORBI_3001G048600	SORBI_3001G048600	1		1						
SORBI_3001G048700	SORBI_3001G048700	7	14	23	11	9	18	12	10	8
SORBI_3001G048766	SORBI_3001G048766	118	10	30	2		2	2		2
SORBI_3001G048832	SORBI_3001G048832	54	57	60	65	30	84	51	35	18
SORBI_3001G048900	SORBI_3001G048900	5	1	1		2			26	13
SORBI_3001G049000	SORBI_3001G049000		1	1					2	
SORBI_3001G049200	SORBI_3001G049200	16	29	36	25	4	8	27	28	5
SORBI_3001G049300	SORBI_3001G049300	16	43	26	25	16	53	33	19	9
SORBI_3001G049400	SORBI_3001G049400	38	122	97	112	39	161	84	75	31
SORBI_3001G049500	SORBI_3001G049500	40	98	66	66	23	35	83	39	27
SORBI_3001G049600	SORBI_3001G049600	27	124	79	99	28	126	144	149	27
SORBI_3001G049800	SORBI_3001G049800	1	28	31	16	8	10	25	31	6
SORBI_3001G050100	SORBI_3001G050100	3								
SORBI_3001G050200	SORBI_3001G050200	15	33	36	28	17	17	36	28	14
SORBI_3001G050300	SORBI_3001G050300	3	15	263	23	12	72	65		7
SORBI_3001G050400	SORBI_3001G050400	4	13	11	16	5	23	17	11	7
SORBI_3001G050500	SORBI_3001G050500	4	21	31	35	24	82	38	30	26
SORBI_3001G050600	SORBI_3001G050600	9	25	32	14	16	20	18	32	15
SORBI_3001G050700	SORBI_3001G050700	7	13	16	23	6	33	18	19	5
SORBI_3001G050800	SORBI_3001G050800		5	3	8		1	7	5	
SORBI_3001G050900	SORBI_3001G050900		1	2	36	73		1	8	44
SORBI_3001G051100	SORBI_3001G051100		42	15	16	13	28	87	4	21
SORBI_3001G051200	SORBI_3001G051200	112	191	284	222	75	91	227	119	81
SORBI_3001G051300	SORBI_3001G051300		29	14	30	9	6	28	20	3
SORBI_3001G051400	SORBI_3001G051400	8	30	37	35	18	53	33	37	14
SORBI_3001G051500	SORBI_3001G051500	12	31	38	48	18	33	26	63	18
SORBI_3001G051600	SORBI_3001G051600	15	7	5	121	20	14	21	10	20
SORBI_3001G051700	SORBI_3001G051700	18	53	44	37	27	34	50	55	20
SORBI_3001G051800	SORBI_3001G051800	3	29	42	34	9	14	11	22	10
SORBI_3001G052000	SORBI_3001G052000	45	88	150	52	5	16	53	38	1
SORBI_3001G052100	SORBI_3001G052100			1			2		1	
SORBI_3001G052200	SORBI_3001G052200	4	7	4	8	4	3	14	8	4
SORBI_3001G052300	SORBI_3001G052300	14	26	12	34	31	3	35	10	63
SORBI_3001G052350	SORBI_3001G052350		1							
SORBI_3001G052400	SORBI_3001G052400	11	26	31	36	20	12	33	33	19
SORBI_3001G052600	SORBI_3001G052600	2	3	4	4	2	5	4	6	2
SORBI_3001G052700	SORBI_3001G052700	26	74	86	65	26	68	64	64	15
SORBI_3001G052800	SORBI_3001G052800	1	3	4	2	1		3	5	2
SORBI_3001G052900	SORBI_3001G052900	67	197	244	295	195	43	244	126	348
SORBI_3001G053000	SORBI_3001G053000	23	12	11	9	15	28	11	11	15
SORBI_3001G053100	SORBI_3001G053100		4	2	2			5		1
SORBI_3001G053200	SORBI_3001G053200	3	3	11	19	1	2	5	2	2
SORBI_3001G053350	SORBI_3001G053350						2		1	
SORBI_3001G053500	SORBI_3001G053500			3			41			
SORBI_3001G053700	SORBI_3001G053700		8	3	3	5	6	13	5	14
SORBI_3001G053800	SORBI_3001G053800	25	56	66	61	19	44	73	60	26
SORBI_3001G053900	SORBI_3001G053900	52	4	4	2	3		4		4
SORBI_3001G054000	SORBI_3001G054000	14		2	1		13			
SORBI_3001G054050	SORBI_3001G054050	5					1			
SORBI_3001G054100	SORBI_3001G054100	17	5	11	13	3		8	5	2
SORBI_3001G054200	SORBI_3001G054200	12	20	19	14	7	15	16	11	6
SORBI_3001G054600	SORBI_3001G054600	9	20	26	5	1	11	5	1	1
SORBI_3001G054700	SORBI_3001G054700	2	118	61	99	19	5	163	145	16
SORBI_3001G054800	SORBI_3001G054800	75	1283	293	512	132	94	1139	329	104
SORBI_3001G054900	SORBI_3001G054900	58	290	161	317	98	164	275	305	88
SORBI_3001G055400	SORBI_3001G055400	1			5					
SORBI_3001G055600	SORBI_3001G055600	7	19	4	14	5	12	25	7	5
SORBI_3001G055700	SORBI_3001G055700		1	2	7			5		
SORBI_3001G055900	SORBI_3001G055900	4	20	18	24	7	8	26	23	7
SORBI_3001G056100	SORBI_3001G056100	2	72	106	18	10	242	6	55	21
SORBI_3001G056200	SORBI_3001G056200	27	55	62	71	23	50	71	74	41
SORBI_3001G056300	SORBI_3001G056300	5	8	16	13	2	2	5	4	6
SORBI_3001G056500	SORBI_3001G056500	5							3	
SORBI_3001G056601	SORBI_3001G056601	57	29	21	34	23	24	34	36	26
SORBI_3001G056700	SORBI_3001G056700	15	52	36	44	19	15	45	26	18
SORBI_3001G056800	SORBI_3001G056800	13	45	39	44	14	66	38	43	11
SORBI_3001G056900	SORBI_3001G056900	10	14	10	12	5	7	16	11	4
SORBI_3001G057100	SORBI_3001G057100	14	76	69	34	26	40	105	150	27
SORBI_3001G057200	SORBI_3001G057200	12	27	19	13	12	6	11	24	9
SORBI_3001G057300	SORBI_3001G057300	76	341	191	257	93	310	279	267	50
SORBI_3001G057400	SORBI_3001G057400	2	4	4	2	1	19	5	4	
SORBI_3001G057500	SORBI_3001G057500						5		34	5
SORBI_3001G057600	SORBI_3001G057600	9	4	9	1	5	106	2	2	12
SORBI_3001G057700	SORBI_3001G057700	39	64	62	64	19	20	90	87	18
SORBI_3001G057800	SORBI_3001G057800	73	125	138	128	77	74	173	60	57
SORBI_3001G057900	SORBI_3001G057900						36			
SORBI_3001G058000	SORBI_3001G058000	29	52	75	152	48	57	46	39	52
SORBI_3001G058100	SORBI_3001G058100	33	57	76	91	42	62	45	42	42
SORBI_3001G058200	SORBI_3001G058200	3	8	7	5	5	4	5	4	3
SORBI_3001G058300	SORBI_3001G058300		2	12	16	4	18	4	9	5
SORBI_3001G058400	SORBI_3001G058400	2	1	3	2		4	1		1
SORBI_3001G058500	SORBI_3001G058500	16	41	22	21	17	7	39	22	15
SORBI_3001G058600	SORBI_3001G058600	13	8	8	8	4	3	8	11	4
SORBI_3001G058700	SORBI_3001G058700	25	50	55	40	35	43	46	60	34
SORBI_3001G058800	SORBI_3001G058800					2			21	2
SORBI_3001G058900	SORBI_3001G058900	125	608	318	764	271	379	545	472	148
SORBI_3001G059100	SORBI_3001G059100	20	40	19	32	5	7	13	3	6
SORBI_3001G059150	SORBI_3001G059150							1		
SORBI_3001G059200	SORBI_3001G059200	2	2	5	6	3	7	12		2
SORBI_3001G059300	SORBI_3001G059300									2
SORBI_3001G059400	SORBI_3001G059400	17			4					
SORBI_3001G059500	SORBI_3001G059500		1	1						
SORBI_3001G059600	SORBI_3001G059600		6	2						
SORBI_3001G059700	SORBI_3001G059700		17	5	1					
SORBI_3001G059800	SORBI_3001G059800		5			1321	20		61797	2377
SORBI_3001G059900	SORBI_3001G059900		10	3	8	1		9	12	
SORBI_3001G060001	SORBI_3001G060001						4			
SORBI_3001G060100	SORBI_3001G060100	8	8	8	3	3	14	4	12	
SORBI_3001G060200	SORBI_3001G060200	1	3	2			1	2	2	
SORBI_3001G060300	SORBI_3001G060300	10	34	34	40	12	70	33	31	10
SORBI_3001G060401	SORBI_3001G060401	5		1	2	2	2		1	1
SORBI_3001G060500	SORBI_3001G060500	12	13	11	14	2	8	15	14	2
SORBI_3001G061000	SORBI_3001G061000			1					1	
SORBI_3001G061101	SORBI_3001G061101	3	18	8	10	2	2	14	2	6
SORBI_3001G061200	SORBI_3001G061200	15	46	52	66	20	64	52	47	18
SORBI_3001G061300	SORBI_3001G061300		39	5	2			3	19	
SORBI_3001G061400	SORBI_3001G061400		97	14	3	3		10	107	2
SORBI_3001G061500	SORBI_3001G061500	90	122	132	207	143	88	134	137	220
SORBI_3001G061600	SORBI_3001G061600	6	28	42	21	25	10	28	28	23
SORBI_3001G061700	SORBI_3001G061700	34	112	91	96	31	90	110	72	31
SORBI_3001G061800	SORBI_3001G061800	12	73	62	84	24	33	95	85	17
SORBI_3001G061900	SORBI_3001G061900	1	17	11	70	8	5	81	6	6
SORBI_3001G062300	SORBI_3001G062300	45	4	24	17	21	4	18	6	26
SORBI_3001G062500	SORBI_3001G062500	2	3	2	1	1		2	5	
SORBI_3001G062600	SORBI_3001G062600		2		7	12	1	5	4	13
SORBI_3001G062700	SORBI_3001G062700		20		7			13	1	
SORBI_3001G062750	SORBI_3001G062750								1	
SORBI_3001G062900	SORBI_3001G062900	24	15	10		2	11	1	29	
SORBI_3001G063000	SORBI_3001G063000	1								
SORBI_3001G063100	SORBI_3001G063100	24	72	56	35	30	8	52	23	72
SORBI_3001G063200	SORBI_3001G063200	2								
SORBI_3001G063300	SORBI_3001G063300			12	1	2	162		1	
SORBI_3001G063400	SORBI_3001G063400	18	7	5	5	12	36	7	7	20
SORBI_3001G063500	SORBI_3001G063500	15	157	259	175	86	29	194	85	80
SORBI_3001G063600	SORBI_3001G063600	5	8	6	51	10	3	34	5	13
SORBI_3001G063700	SORBI_3001G063700	20	57	44	29	29	21	49	53	19
SORBI_3001G063800	SORBI_3001G063800	25	31	55	37	11	43	31	18	10
SORBI_3001G063900	SORBI_3001G063900		3	2		1		1	2	2
SORBI_3001G064000	SORBI_3001G064000	70	80	84	82	41	50	93	46	32
SORBI_3001G064200	SORBI_3001G064200	75	43	49	101	29	39	61	117	38
SORBI_3001G064300	SORBI_3001G064300	2	7	4	4	2	2	5	9	1
SORBI_3001G064500	SORBI_3001G064500	271	163	159	296	71	246	179	106	97
SORBI_3001G064600	SORBI_3001G064600		106	48	20	11	5	47	69	9
SORBI_3001G064700	SORBI_3001G064700	3	2	2	8	2		5		
SORBI_3001G064800	SORBI_3001G064800	24	12	15	33	12	68	19	4	10
SORBI_3001G064900	SORBI_3001G064900	26	8	7	145	9	8	109	1	13
SORBI_3001G065000	SORBI_3001G065000	18	46	42	34	31	56	39	36	19
SORBI_3001G065100	SORBI_3001G065100	27	73	105	75	37	87	70	112	30
SORBI_3001G065200	SORBI_3001G065200						6			
SORBI_3001G065300	SORBI_3001G065300		4	2	2	1	2	6	5	2
SORBI_3001G065500	SORBI_3001G065500	10	7	1				3	3	
SORBI_3001G065600	SORBI_3001G065600	37	3	4	1	3	2	2	1	3
SORBI_3001G065700	SORBI_3001G065700	14	14	18	8	5	19	19	21	9
SORBI_3001G065800	SORBI_3001G065800	236	3	13	12	28	5	28	11	56
SORBI_3001G065900	SORBI_3001G065900	16								2
SORBI_3001G066000	SORBI_3001G066000	8	4	3		2	4	1		15
SORBI_3001G066100	SORBI_3001G066100	4	16	8	7	2	2	14	15	1
SORBI_3001G066300	SORBI_3001G066300	8	11	13	14	12	14	16	21	10
SORBI_3001G066400	SORBI_3001G066400	5	9	12	6	2	12	10	7	5
SORBI_3001G066500	SORBI_3001G066500	14	21	32	37	10	8	22	23	4
SORBI_3001G066600	SORBI_3001G066600	290	16	18	12	17	2	24		7
SORBI_3001G066700	SORBI_3001G066700	29	64	67	79	59	37	87	63	48
SORBI_3001G066900	SORBI_3001G066900		35	37						
SORBI_3001G067000	SORBI_3001G067000	2	22	27	44	45	16	33	20	30
SORBI_3001G067100	SORBI_3001G067100	25	23	19	29	12	21	20	37	12
SORBI_3001G067200	SORBI_3001G067200	10	5	6	4	4	12	11	5	6
SORBI_3001G067300	SORBI_3001G067300	39	35	61	45	19	17	29	30	14
SORBI_3001G067400	SORBI_3001G067400	3	4	5	7	4	5	5	9	2
SORBI_3001G067500	SORBI_3001G067500	1	4	28	11	5	23	5	42	2
SORBI_3001G067601	SORBI_3001G067601	15	23	25	26	14	37	37	18	16
SORBI_3001G067700	SORBI_3001G067700	72	4	16	9	2	209	15	7	4
SORBI_3001G067800	SORBI_3001G067800		6	5						
SORBI_3001G067850	SORBI_3001G067850	2		1				1		
SORBI_3001G067900	SORBI_3001G067900	44	134	150	165	38	95	127	81	34
SORBI_3001G068000	SORBI_3001G068000						7			
SORBI_3001G068066	SORBI_3001G068066						10			
SORBI_3001G068200	SORBI_3001G068200					1				1
SORBI_3001G068301	SORBI_3001G068301	289	11	13	15	10	5	41	9	5
SORBI_3001G068400	SORBI_3001G068400	3								
SORBI_3001G068500	SORBI_3001G068500		7	4						
SORBI_3001G068600	SORBI_3001G068600	220		3			2			
SORBI_3001G068700	SORBI_3001G068700	21	42	60	49	11	18	57	55	5
SORBI_3001G068800	SORBI_3001G068800		234	36	2		2	1		
SORBI_3001G068901	SORBI_3001G068901	101	658	431	1479	32	76	466	141	129
SORBI_3001G069000	SORBI_3001G069000	111	12	19	16	4	3	17	4	3
SORBI_3001G069100	SORBI_3001G069100				2	9			2	6
SORBI_3001G069200	SORBI_3001G069200	6	15	23	13	18	13	14	6	25
SORBI_3001G069300	SORBI_3001G069300		3	2	1		6	3	1	
SORBI_3001G069400	SORBI_3001G069400	3	11	7	12	3	7	12	7	3
SORBI_3001G069500	SORBI_3001G069500	8	9	16	16	2	9	9	12	2
SORBI_3001G069600	SORBI_3001G069600	11	15	15	21	7	3	18	16	5
SORBI_3001G069700	SORBI_3001G069700	5	117	74	137	10	88	161	23	1
SORBI_3001G069800	SORBI_3001G069800	56	206	123	93	25	35	126	33	22
SORBI_3001G069900	SORBI_3001G069900	20	37	42	58	30	19	37	76	20
SORBI_3001G070000	SORBI_3001G070000	719	224	198	338	117	400	387	130	236
SORBI_3001G070200	SORBI_3001G070200		78	9	68	3		62	24	
SORBI_3001G070300	SORBI_3001G070300		13	2	14		2	15	6	
SORBI_3001G070500	SORBI_3001G070500	8333	85	294	133	84	31	142		55
SORBI_3001G070600	SORBI_3001G070600	29	33	30	17	12	17	32	36	18
SORBI_3001G070700	SORBI_3001G070700	17	37	48	41	11	57	37	30	5
SORBI_3001G070800	SORBI_3001G070800	15	69	59	63	34	15	60	41	51
SORBI_3001G070900	SORBI_3001G070900		8	2	5			12	6	1
SORBI_3001G071000	SORBI_3001G071000			1						
SORBI_3001G071100	SORBI_3001G071100	9	3	3	5	3	2	5	3	5
SORBI_3001G071200	SORBI_3001G071200	4								
SORBI_3001G071300	SORBI_3001G071300	4			6	2		3		2
SORBI_3001G071400	SORBI_3001G071400	13	36	31	27	13	20	30	24	9
SORBI_3001G071600	SORBI_3001G071600		41	53	82	18	7	147	15	7
SORBI_3001G071700	SORBI_3001G071700	12	7	13	7	2	2	22	9	2
SORBI_3001G071800	SORBI_3001G071800	97	22	50	41	44	85	35	51	30
SORBI_3001G072000	SORBI_3001G072000		29	31	41	11	210	27	33	3
SORBI_3001G072200	SORBI_3001G072200		1					1		
SORBI_3001G072300	SORBI_3001G072300	11	10	17	6	12	61	9	28	11
SORBI_3001G072400	SORBI_3001G072400						16			
SORBI_3001G072500	SORBI_3001G072500	13	19	22	16	11	10	20	24	11
SORBI_3001G072600	SORBI_3001G072600	6	8	59	3	2	2	2		4
SORBI_3001G072700	SORBI_3001G072700	89	21	33	20	17	26	25	25	21
SORBI_3001G072800	SORBI_3001G072800	63	34	38	42	25	8	45	21	19
SORBI_3001G072900	SORBI_3001G072900		2	2	2		7	2	2	
SORBI_3001G073000	SORBI_3001G073000	6	14	13	11	8	10	14	7	6
SORBI_3001G073150	SORBI_3001G073150	7	38	51	25	10	11	30	28	10
SORBI_3001G073300	SORBI_3001G073300	35	3	8	7	1	6	6		1
SORBI_3001G073400	SORBI_3001G073400	7	9	11	11	4	12	21	4	5
SORBI_3001G073500	SORBI_3001G073500	197	31	54	28	32	59	73	17	45
SORBI_3001G073550	SORBI_3001G073550	3				2	1	2		
SORBI_3001G073600	SORBI_3001G073600	59	145	200	242	90	338	170	169	50
SORBI_3001G073700	SORBI_3001G073700	36	211	180	364	138	1227	446	365	57
SORBI_3001G073800	SORBI_3001G073800	2			2					
SORBI_3001G073900	SORBI_3001G073900	76	15	42	27	12	19	26	22	9
SORBI_3001G074000	SORBI_3001G074000	1	386	73	243	38		231	65	21
SORBI_3001G074100	SORBI_3001G074100	1	54	13	16	2	13	22	26	1
SORBI_3001G074200	SORBI_3001G074200	13	20	8	11	17	7	12	9	19
SORBI_3001G074300	SORBI_3001G074300	35	40	77	176	12	14	59	25	19
SORBI_3001G074400	SORBI_3001G074400	13	71	17	73	12	11	77	15	8
SORBI_3001G074500	SORBI_3001G074500		3	2						
SORBI_3001G074601	SORBI_3001G074601		15	10	5		5	7	3	
SORBI_3001G074700	SORBI_3001G074700	122	194	174	279	188	557	216	177	113
SORBI_3001G074800	SORBI_3001G074800	1								
SORBI_3001G075000	SORBI_3001G075000	45		1	3	1				
SORBI_3001G075101	SORBI_3001G075101		4	14						
SORBI_3001G075200	SORBI_3001G075200					1	4			1
SORBI_3001G075201	SORBI_3001G075201					2	5		1	2
SORBI_3001G075400	SORBI_3001G075400		22	5	18			22	8	
SORBI_3001G075600	SORBI_3001G075600	3	79	51	81	21	72	76	71	19
SORBI_3001G075700	SORBI_3001G075700		6					1	4	
SORBI_3001G075800	SORBI_3001G075800	1	2	4	3	1	5	2	3	2
SORBI_3001G076000	SORBI_3001G076000	27	50	38	47	11	17	52	18	22
SORBI_3001G076100	SORBI_3001G076100		4	2	4	4		2	2	19
SORBI_3001G076200	SORBI_3001G076200	34	13	22	9	5		12	5	1
SORBI_3001G076300	SORBI_3001G076300		6							
SORBI_3001G076400	SORBI_3001G076400	25	102	51	32	10	19	53	45	10
SORBI_3001G076500	SORBI_3001G076500	90	54	49	58	12	1	41	13	15
SORBI_3001G076600	SORBI_3001G076600	2	20	21	20	11	72	26	21	9
SORBI_3001G076700	SORBI_3001G076700	3	32	11	46	3	5	28	10	1
SORBI_3001G076800	SORBI_3001G076800		14	4				1	7	
SORBI_3001G076900	SORBI_3001G076900	12	2	3						1
SORBI_3001G077000	SORBI_3001G077000	62	242	178	167	91	354	241	98	70
SORBI_3001G077100	SORBI_3001G077100	17	4	3	8	3	2	8	1	2
SORBI_3001G077200	SORBI_3001G077200		25	5	22	5	1	14	10	2
SORBI_3001G077300	SORBI_3001G077300	76	8	14	47	9	15	40	29	12
SORBI_3001G077400	SORBI_3001G077400	8	33	15	30	18	12	29	14	14
SORBI_3001G077500	SORBI_3001G077500	1	10	8	14	5	7	7	14	4
SORBI_3001G077600	SORBI_3001G077600	1								
SORBI_3001G077700	SORBI_3001G077700				3	2			2	5
SORBI_3001G077800	SORBI_3001G077800	2	2	2	8			8		
SORBI_3001G077900	SORBI_3001G077900	24	88	87	108	37	140	72	72	22
SORBI_3001G078000	SORBI_3001G078000	1897	36	95	58	22	20	52	1	16
SORBI_3001G078100	SORBI_3001G078100	12	55	28	24	8	19	37	14	8
SORBI_3001G078200	SORBI_3001G078200	426	98	138	27	57	26	193	61	111
SORBI_3001G078300	SORBI_3001G078300			1	1		2			
SORBI_3001G078400	SORBI_3001G078400	128	57	52	52	16	94	55	34	17
SORBI_3001G078500	SORBI_3001G078500	13	14	20	15	12	16	23	12	20
SORBI_3001G078600	SORBI_3001G078600		14	4	12		3	13	7	
SORBI_3001G078700	SORBI_3001G078700		9	1			2	7	7	
SORBI_3001G078800	SORBI_3001G078800	82	117	119	92	39	89	172	118	27
SORBI_3001G078900	SORBI_3001G078900	339	15	52	100	80	92	73	24	84
SORBI_3001G079000	SORBI_3001G079000						2			
SORBI_3001G079100	SORBI_3001G079100	14	39	34	53	31	33	51	58	49
SORBI_3001G079150	SORBI_3001G079150								2	
SORBI_3001G079200	SORBI_3001G079200	26	49	38	44	11	32	42	25	7
SORBI_3001G079300	SORBI_3001G079300									1
SORBI_3001G079401	SORBI_3001G079401									4
SORBI_3001G079500	SORBI_3001G079500	166	13	7	96	16	28	35	9	44
SORBI_3001G079600	SORBI_3001G079600		4	2				5	7	
SORBI_3001G079700	SORBI_3001G079700	14	18	22	31	10	23	20	23	5
SORBI_3001G079900	SORBI_3001G079900		35	14	18	6	5	42	22	4
SORBI_3001G080000	SORBI_3001G080000	3	11	8	12	2	2	10	7	4
SORBI_3001G080100	SORBI_3001G080100	4	4	4	61	5	23	22	2	17
SORBI_3001G080200	SORBI_3001G080200		142	17	63	38		36	62	15
SORBI_3001G080300	SORBI_3001G080300	1	3							2
SORBI_3001G080600	SORBI_3001G080600		34	1					8	
SORBI_3001G080700	SORBI_3001G080700	79	88	109	97	51	46	85	91	50
SORBI_3001G080800	SORBI_3001G080800	2	12	33	18	8	48	12	14	7
SORBI_3001G080900	SORBI_3001G080900	4	15	16	14	9	11	22	33	7
SORBI_3001G081000	SORBI_3001G081000	13	15	20	24	10	13	15	35	7
SORBI_3001G081100	SORBI_3001G081100		638	72	330	341	54	409	205	148
SORBI_3001G081300	SORBI_3001G081300			1	1			1	2	
SORBI_3001G081400	SORBI_3001G081400	7	26	21	24	12	11	25	39	15
SORBI_3001G081600	SORBI_3001G081600	24	26	34	124	15	14	50	17	21
SORBI_3001G081700	SORBI_3001G081700	7	69	41	137	24	7	128	58	32
SORBI_3001G081800	SORBI_3001G081800		106	567	1053	767	293	1121	972	456
SORBI_3001G081900	SORBI_3001G081900	6	47	55	85	16	33	49	108	8
SORBI_3001G082000	SORBI_3001G082000	27	24	29	36	16	20	33	44	13
SORBI_3001G082100	SORBI_3001G082100	25	59	68	55	23	31	55	64	25
SORBI_3001G082200	SORBI_3001G082200	16	8	1	1			3		
SORBI_3001G082300	SORBI_3001G082300	2				1	6	3		5
SORBI_3001G082400	SORBI_3001G082400	21	1	4	6	2	11	69	2	
SORBI_3001G082500	SORBI_3001G082500					4				7
SORBI_3001G082600	SORBI_3001G082600		3	1	2			3	2	
SORBI_3001G082700	SORBI_3001G082700		2	1	4		2	3	2	
SORBI_3001G082800	SORBI_3001G082800		4	2	4		5	6	3	
SORBI_3001G082900	SORBI_3001G082900	13	6	3	15	6		4	2	4
SORBI_3001G083100	SORBI_3001G083100	28	6	14	12	3	2	7	7	2
SORBI_3001G083200	SORBI_3001G083200	99	282	252	377	160	83	437	215	122
SORBI_3001G083300	SORBI_3001G083300		3	1	5			4	3	
SORBI_3001G083400	SORBI_3001G083400	23	53	45	40	19	28	61	32	19
SORBI_3001G083500	SORBI_3001G083500	3	280	21	134	56	5	130	34	16
SORBI_3001G083600	SORBI_3001G083600	14	20	21	30	21	20	29	24	31
SORBI_3001G083800	SORBI_3001G083800	37	11	8	22	15		13	104	11
SORBI_3001G083900	SORBI_3001G083900	23	84	77	62	384	107	54	437	353
SORBI_3001G084000	SORBI_3001G084000	8	2		9	8		6	11	7
SORBI_3001G084100	SORBI_3001G084100	31	327	195	227	38	180	134	63	24
SORBI_3001G084166	SORBI_3001G084166				1		6		3	
SORBI_3001G084300	SORBI_3001G084300	2	1	1		3		3	4	6
SORBI_3001G084400	SORBI_3001G084400	5				12	2	13		22
SORBI_3001G084500	SORBI_3001G084500	2			3			15	2	1
SORBI_3001G084600	SORBI_3001G084600	41		3	5	2	1	5		3
SORBI_3001G084700	SORBI_3001G084700	8			3					
SORBI_3001G084900	SORBI_3001G084900	55	144	126	180	58	131	198	79	54
SORBI_3001G085000	SORBI_3001G085000	7	16	14	39	9	3	42	21	5
SORBI_3001G085100	SORBI_3001G085100	38	65	74	61	37	54	70	45	32
