GeneID	GeneName	leaf	early_infl	emer_infl	seed_5DAP	seed_10DAP	anther	pistil	embryo	endosperm
SORBI_3007G075301	SORBI_3007G075301					65	3		1783	2627
SORBI_3007G075400	SORBI_3007G075400	19	36	36	20	16	25	30	31	16
SORBI_3007G075500	SORBI_3007G075500	10	32	25	27	13	42	28	24	9
SORBI_3007G075600	SORBI_3007G075600	1	4	4	5	2	2	4	2	1
SORBI_3007G075700	SORBI_3007G075700	73	37	74	23	29	6	54	2	28
SORBI_3007G075800	SORBI_3007G075800	8	13	20	18	6	13	16	28	6
SORBI_3007G075900	SORBI_3007G075900	13	18	25	23	12	26	21	28	15
SORBI_3007G076000	SORBI_3007G076000	50	4	14	44	5	90	7		5
SORBI_3007G076100	SORBI_3007G076100		434	27	8	1		106	2	
SORBI_3007G076200	SORBI_3007G076200	2	24	14	14	5	12	21	15	4
SORBI_3007G076300	SORBI_3007G076300	43	117	91	112	65	59	72	71	42
SORBI_3007G076400	SORBI_3007G076400	9	8	13	13	7	32	8	11	4
SORBI_3007G076500	SORBI_3007G076500		3	6	13	18	5	11	10	12
SORBI_3007G076700	SORBI_3007G076700	18	10	19	11	4	23	14	10	9
SORBI_3007G076800	SORBI_3007G076800		9	4	13	2	3	12	5	1
SORBI_3007G076900	SORBI_3007G076900	50	12	20	16	9	4	12	7	6
SORBI_3007G077001	SORBI_3007G077001	10	2	1	33	3	4	34	28	14
SORBI_3007G077100	SORBI_3007G077100	72	2	1	79	8	9	60	42	22
SORBI_3007G077200	SORBI_3007G077200	16			40	2	2	37	11	5
SORBI_3007G077300	SORBI_3007G077300	6	1	2	23	3	2	22	4	6
SORBI_3007G077400	SORBI_3007G077400	12	16	22	24	16	18	27	41	14
SORBI_3007G077466	SORBI_3007G077466	2	3	4	32	3	2	6	2	2
SORBI_3007G077532	SORBI_3007G077532	4	8	7	5	4	29	10	4	3
SORBI_3007G077700	SORBI_3007G077700	3	22	20	11	10	7	17	10	12
SORBI_3007G077900	SORBI_3007G077900	7	36	30	26	12	8	31	31	8
SORBI_3007G078000	SORBI_3007G078000	17	8	20	16	12	8	9	11	20
SORBI_3007G078100	SORBI_3007G078100	21	31	27	32	22	40	23	38	17
SORBI_3007G078200	SORBI_3007G078200		7	440	3	2	2	3	3	
SORBI_3007G078300	SORBI_3007G078300	1	4	5	2	5	1	3	6	11
SORBI_3007G078500	SORBI_3007G078500	25	49	40	21	16	15	47	30	15
SORBI_3007G078600	SORBI_3007G078600	79	106	122	93	80	54	109	89	78
SORBI_3007G078700	SORBI_3007G078700	1								
SORBI_3007G078800	SORBI_3007G078800	6	8	4	4	10	5	5		4
SORBI_3007G078900	SORBI_3007G078900	2	1	2	1		1	2	1	
SORBI_3007G079000	SORBI_3007G079000	3	2	1	2		3	8		
SORBI_3007G079200	SORBI_3007G079200	4	14	14	18	7	10	13	10	3
SORBI_3007G079300	SORBI_3007G079300	50	167	112	85	65	77	105	69	43
SORBI_3007G079400	SORBI_3007G079400	33	46	57	54	20	49	61	24	14
SORBI_3007G079600	SORBI_3007G079600	3	103	39	140	24	26	55	161	16
SORBI_3007G079700	SORBI_3007G079700	27	36	48	26	16	30	49	34	13
SORBI_3007G080100	SORBI_3007G080100						8			
SORBI_3007G080200	SORBI_3007G080200						1			
SORBI_3007G080300	SORBI_3007G080300				1					
SORBI_3007G080500	SORBI_3007G080500	1	3	2	4	2		4	2	1
SORBI_3007G080600	SORBI_3007G080600	5	45	36	40	11	53	64	53	11
SORBI_3007G080780	SORBI_3007G080780	2								
SORBI_3007G080840	SORBI_3007G080840	11	1	3	1	1				
SORBI_3007G081000	SORBI_3007G081000	2		1						
SORBI_3007G081100	SORBI_3007G081100			6			27			
SORBI_3007G081300	SORBI_3007G081300		22	8	14	3		16	6	1
SORBI_3007G081400	SORBI_3007G081400		2	3	2	1	3	3	4	
SORBI_3007G081500	SORBI_3007G081500	12	53	50	34	12	77	59	26	12
SORBI_3007G081701	SORBI_3007G081701			1			76			
SORBI_3007G081800	SORBI_3007G081800			14			69	1		
SORBI_3007G081900	SORBI_3007G081900	3	8	13	14	7	16	23	11	9
SORBI_3007G082000	SORBI_3007G082000		3	3	1	4	4	2	12	1
SORBI_3007G082100	SORBI_3007G082100			7			35			
SORBI_3007G082200	SORBI_3007G082200						3			
SORBI_3007G082300	SORBI_3007G082300						2			
SORBI_3007G082900	SORBI_3007G082900				14	10				32
SORBI_3007G083000	SORBI_3007G083000				40	24			3	20
SORBI_3007G083100	SORBI_3007G083100	11	17	18	19	8	13	10	20	4
SORBI_3007G083300	SORBI_3007G083300				33	1726			60	3852
SORBI_3007G083400	SORBI_3007G083400			2		2	5			3
SORBI_3007G083500	SORBI_3007G083500			10			7			
SORBI_3007G083800	SORBI_3007G083800	35	54	46	96	16	28	57	68	14
SORBI_3007G083900	SORBI_3007G083900				7	7				1
SORBI_3007G084100	SORBI_3007G084100	11	25	23	24	14	15	21	25	12
SORBI_3007G084200	SORBI_3007G084200	5	147	164	98	38	30	158	94	40
SORBI_3007G084300	SORBI_3007G084300	20	7	8	8	3	9	11	7	5
SORBI_3007G084800	SORBI_3007G084800							2		9
SORBI_3007G084900	SORBI_3007G084900						1			
SORBI_3007G085000	SORBI_3007G085000	6	22	14	27	14	21	23	25	9
SORBI_3007G085001	SORBI_3007G085001	4	17	12	26	9	16	14	18	5
SORBI_3007G085300	SORBI_3007G085300	11	17	4	10	4	2	17	13	7
SORBI_3007G085350	SORBI_3007G085350				1			1	1	
SORBI_3007G085600	SORBI_3007G085600				2					
SORBI_3007G085700	SORBI_3007G085700	2	6	7	6	1	6	6	2	1
SORBI_3007G085800	SORBI_3007G085800	33	1	5						
SORBI_3007G085966	SORBI_3007G085966	8	14	7	5	2	4	5	9	2
SORBI_3007G086300	SORBI_3007G086300								8	
SORBI_3007G086500	SORBI_3007G086500	24	73	54	56	13	22	76	31	28
SORBI_3007G086600	SORBI_3007G086600	3	61	63	64	29	190	70	100	27
SORBI_3007G086701	SORBI_3007G086701					2	3			1
SORBI_3007G086800	SORBI_3007G086800	15	15	45	17	24	71	104	28	31
SORBI_3007G086900	SORBI_3007G086900	3	2	8	1	2	67	1	2	1
SORBI_3007G087000	SORBI_3007G087000	53	79	118	105	49	217	82	69	31
SORBI_3007G087100	SORBI_3007G087100	19	5	11	7	2	1	8	3	2
SORBI_3007G087200	SORBI_3007G087200	12	1	2		5			1	1
SORBI_3007G087400	SORBI_3007G087400	1	1		13	17		4		7
SORBI_3007G087500	SORBI_3007G087500						4			
SORBI_3007G087700	SORBI_3007G087700	3	1							
SORBI_3007G087800	SORBI_3007G087800	12	214	143	181	18	53	179	62	15
SORBI_3007G087900	SORBI_3007G087900		2	2	2	1	4	2	3	
SORBI_3007G088000	SORBI_3007G088000	42	57	49	152	15	30	94	39	16
SORBI_3007G088200	SORBI_3007G088200	10	20	25	24	14	28	17	11	9
SORBI_3007G088300	SORBI_3007G088300								89	39
SORBI_3007G088400	SORBI_3007G088400	2	6	5	6	4	4	8	6	4
SORBI_3007G088500	SORBI_3007G088500	14	17	23	12	9	12	12	15	3
SORBI_3007G088600	SORBI_3007G088600	6	2	6						
SORBI_3007G088700	SORBI_3007G088700		1	3	3	2	4	4		1
SORBI_3007G088800	SORBI_3007G088800		7	8	26	3	3	26	2	2
SORBI_3007G088900	SORBI_3007G088900	15	48	32	22	17	34	33	25	14
SORBI_3007G089300	SORBI_3007G089300	13		2						
SORBI_3007G089400	SORBI_3007G089400	10			2					
SORBI_3007G089500	SORBI_3007G089500	14	22	33	22	7	5	15	17	6
SORBI_3007G089600	SORBI_3007G089600	2	5	5	3	2	5	4	6	1
SORBI_3007G089800	SORBI_3007G089800	3	5	9	13	7	6	9	15	6
SORBI_3007G089900	SORBI_3007G089900	17	3	2	6	16	4	1	2	12
SORBI_3007G090200	SORBI_3007G090200	10	8	14	15	1	20	10		
SORBI_3007G090300	SORBI_3007G090300	11	5	3	7	4	2	14		3
SORBI_3007G090400	SORBI_3007G090400	28	12	20	24	7	19	11	8	6
SORBI_3007G090403	SORBI_3007G090403	10	7	9	6	5	4	6	7	3
SORBI_3007G090406	SORBI_3007G090406	4	1	2	2		3	3		
SORBI_3007G090418	SORBI_3007G090418					1	1			3
SORBI_3007G090424	SORBI_3007G090424			1						
SORBI_3007G090427	SORBI_3007G090427	9	4	69			16			
SORBI_3007G090430	SORBI_3007G090430	15	36	36	27	25	41	33	34	22
SORBI_3007G090433	SORBI_3007G090433	2	3	1	2		3	3	1	
SORBI_3007G090436	SORBI_3007G090436	44	57	127	9	4		3	3	4
SORBI_3007G090439	SORBI_3007G090439			1	1		33	1	1	
SORBI_3007G090442	SORBI_3007G090442	3				2				15
SORBI_3007G090448	SORBI_3007G090448	8	9	10	16	5	4	9	7	5
SORBI_3007G090460	SORBI_3007G090460	2	3	1						
SORBI_3007G090463	SORBI_3007G090463	44	203	134	288	88	18	222	57	47
SORBI_3007G090472	SORBI_3007G090472			16						
SORBI_3007G090475	SORBI_3007G090475	44	3	6	3	2	8	5	4	1
SORBI_3007G090537	SORBI_3007G090537	19	28	25	18	7	43	17	10	3
SORBI_3007G090600	SORBI_3007G090600								16	
SORBI_3007G090701	SORBI_3007G090701		2	2	1		2		2	
SORBI_3007G090900	SORBI_3007G090900	119	28	30	30	12	12	37	17	17
SORBI_3007G091000	SORBI_3007G091000	14	28	27	31	18	25	33	28	14
SORBI_3007G091100	SORBI_3007G091100	3	18	14	15	8	17	20	4	10
SORBI_3007G091200	SORBI_3007G091200					9			10	15
SORBI_3007G091400	SORBI_3007G091400		2	6	2	2	139	2	3	
SORBI_3007G091500	SORBI_3007G091500		4	2	1			2	2	
SORBI_3007G091600	SORBI_3007G091600	41	106	86	112	69	49	122	93	50
SORBI_3007G091800	SORBI_3007G091800		3			8				7
SORBI_3007G091900	SORBI_3007G091900	2	15	24						
SORBI_3007G092000	SORBI_3007G092000	41		1	1		3	2		
SORBI_3007G092100	SORBI_3007G092100	28	113	97	124	46	98	97	66	33
SORBI_3007G092200	SORBI_3007G092200	5	24	20	30	11	4	23	60	9
SORBI_3007G092300	SORBI_3007G092300		14							
SORBI_3007G092400	SORBI_3007G092400	31		83			266	1		
SORBI_3007G092500	SORBI_3007G092500	30								
SORBI_3007G092600	SORBI_3007G092600	10	42	8	5	7	12	3	15	3
SORBI_3007G092700	SORBI_3007G092700	3	3	5	3	2	8	2	5	1
SORBI_3007G093400	SORBI_3007G093400		5		1			2		
SORBI_3007G093800	SORBI_3007G093800	49	80	116	99	42	101	91	118	42
SORBI_3007G093900	SORBI_3007G093900	16	5	7	8	1	2	5	5	1
SORBI_3007G094000	SORBI_3007G094000	3	4	2	2	1		3	2	
SORBI_3007G094200	SORBI_3007G094200		42	2	1		1	9	2	
SORBI_3007G094400	SORBI_3007G094400	3	164	85	78	26	9	103	96	11
SORBI_3007G094500	SORBI_3007G094500	1	5	7	4		2	4	9	
SORBI_3007G094600	SORBI_3007G094600	3				7				2
SORBI_3007G094700	SORBI_3007G094700						5			1
SORBI_3007G094801	SORBI_3007G094801	33	52	36	49	18	16	42	20	17
SORBI_3007G094900	SORBI_3007G094900		18	9	85	9		52	24	5
SORBI_3007G095000	SORBI_3007G095000			108						
SORBI_3007G095200	SORBI_3007G095200	7	26	36	11	15	29	16	12	25
SORBI_3007G095333	SORBI_3007G095333						8			
SORBI_3007G095400	SORBI_3007G095400	17	78	35	31	9	44	51	29	11
SORBI_3007G095500	SORBI_3007G095500	23	17	19	21	12	12	20	10	13
SORBI_3007G096000	SORBI_3007G096000	26	46	44	31	23	42	51	39	23
SORBI_3007G096200	SORBI_3007G096200	5	28	20	24	8	13	29	17	7
SORBI_3007G096401	SORBI_3007G096401	4	5	11	7	5	8	6	8	2
SORBI_3007G096600	SORBI_3007G096600	18	28	36	28	19	32	24	42	10
SORBI_3007G096700	SORBI_3007G096700	133	116	231	168	101	153	146	74	137
SORBI_3007G096800	SORBI_3007G096800	5	25	29	39	8	25	33	24	5
SORBI_3007G096833	SORBI_3007G096833		2	5	8	2	5	2	7	1
SORBI_3007G096900	SORBI_3007G096900						3			
SORBI_3007G097000	SORBI_3007G097000		10	7	17	1	8	13	11	
SORBI_3007G097100	SORBI_3007G097100		73	7	28	21		26	139	7
SORBI_3007G097400	SORBI_3007G097400	6	18	22	19	7	17	20	19	5
SORBI_3007G097700	SORBI_3007G097700	1	2	10		3	3			11
SORBI_3007G097800	SORBI_3007G097800	7	11	22	2		15	6	1	2
SORBI_3007G097900	SORBI_3007G097900	22	27	28	26	17	38	46	30	17
SORBI_3007G098100	SORBI_3007G098100	7	8	8	6	8	14	8	10	6
SORBI_3007G098200	SORBI_3007G098200	7	9	12	14	7	8	9	12	6
SORBI_3007G098400	SORBI_3007G098400	6	2	2		2				2
SORBI_3007G098500	SORBI_3007G098500	22	78	61	37	37	44	65	51	26
SORBI_3007G098600	SORBI_3007G098600		639							
SORBI_3007G098800	SORBI_3007G098800	2	17	23	31	3	28	27	29	3
SORBI_3007G099000	SORBI_3007G099000	10	15	12	16	6	8	7	3	5
SORBI_3007G099100	SORBI_3007G099100	7	13	11	8	6	4	9	5	2
SORBI_3007G099200	SORBI_3007G099200	9	18	16	31	7	20	35	20	10
SORBI_3007G099300	SORBI_3007G099300	1	2		2	1	2	3	3	
SORBI_3007G099400	SORBI_3007G099400				32					1
SORBI_3007G099500	SORBI_3007G099500		3	1				1	1	
SORBI_3007G099900	SORBI_3007G099900			2	3		6		1	
SORBI_3007G100100	SORBI_3007G100100	20	31	43	47	12	14	27	52	7
SORBI_3007G100200	SORBI_3007G100200		1						1	1
SORBI_3007G100350	SORBI_3007G100350	1	1	3	3		1	2	3	
SORBI_3007G100425	SORBI_3007G100425	4	6	8	13	2	22	9	12	2
SORBI_3007G100500	SORBI_3007G100500	13	10	19	12	7	23	11	41	6
SORBI_3007G100600	SORBI_3007G100600		25	2	25			32	6	
SORBI_3007G100800	SORBI_3007G100800						126			
SORBI_3007G100900	SORBI_3007G100900			1			7			
SORBI_3007G101000	SORBI_3007G101000						6			
SORBI_3007G101300	SORBI_3007G101300	20	17	24	30	16	4	18	25	13
SORBI_3007G101500	SORBI_3007G101500	335	109	141	183	438	243	129	50	230
SORBI_3007G101800	SORBI_3007G101800	3	24	19	22	26	10	20	23	17
SORBI_3007G102000	SORBI_3007G102000		17	8	5	1	28	19	15	
SORBI_3007G102300	SORBI_3007G102300	2	28	31	42	5	86	38	48	
SORBI_3007G102500	SORBI_3007G102500	2	10	4	5	5	5	9	12	2
SORBI_3007G102600	SORBI_3007G102600	6	14	14	26	7	12	13	18	5
SORBI_3007G102700	SORBI_3007G102700	31	33	53	68	29	30	51	72	50
SORBI_3007G102800	SORBI_3007G102800	9	15	20	29	5	35	21	18	8
SORBI_3007G102900	SORBI_3007G102900						7			
SORBI_3007G103000	SORBI_3007G103000						23			
SORBI_3007G103100	SORBI_3007G103100	13	20	18	11	10	10	15	22	7
SORBI_3007G103400	SORBI_3007G103400	9	1	2	2					
SORBI_3007G103500	SORBI_3007G103500	2	8	7	5	4	2	8	8	2
SORBI_3007G103600	SORBI_3007G103600	16	22	28	21	30	46	26	23	21
SORBI_3007G103666	SORBI_3007G103666		2	3	3			2	5	2
SORBI_3007G104600	SORBI_3007G104600						15			
SORBI_3007G104800	SORBI_3007G104800	29	44	44	36	20	31	43	41	21
SORBI_3007G105000	SORBI_3007G105000	8	26	15	12	9	14	22	13	5
SORBI_3007G105100	SORBI_3007G105100	13	28	25	24	13	20	27	26	12
SORBI_3007G105400	SORBI_3007G105400	23	15	24	49	15	52	32	10	13
SORBI_3007G105500	SORBI_3007G105500	154		1	3		10	4		2
SORBI_3007G105700	SORBI_3007G105700	8	46	34	34	19	84	43	34	7
SORBI_3007G105800	SORBI_3007G105800	8								
SORBI_3007G105900	SORBI_3007G105900	28	48	58	73	30	111	77	48	27
SORBI_3007G106200	SORBI_3007G106200				11					
SORBI_3007G106300	SORBI_3007G106300	2	16	3	10	12		7	5	4
SORBI_3007G106400	SORBI_3007G106400	343	368	456	438	193	261	533	245	335
SORBI_3007G106500	SORBI_3007G106500	11	56	38	37	7	44	66	15	1
SORBI_3007G106600	SORBI_3007G106600		1				1			
SORBI_3007G106700	SORBI_3007G106700	3	14	15	9	4	4	12	12	2
SORBI_3007G106800	SORBI_3007G106800	10	6	11	10	3	7	8	14	3
SORBI_3007G106900	SORBI_3007G106900	3	20	16	13	7	21	14	1	12
SORBI_3007G107000	SORBI_3007G107000	69	2	12	8	12	6	1		26
SORBI_3007G107100	SORBI_3007G107100	32	21	21	21	13	29	20	14	15
SORBI_3007G107200	SORBI_3007G107200		1							
SORBI_3007G107500	SORBI_3007G107500		127							
SORBI_3007G107600	SORBI_3007G107600	1		3						
SORBI_3007G107700	SORBI_3007G107700	58	14	24	17	7	4	20	9	5
SORBI_3007G107800	SORBI_3007G107800		4	5	4		7	5	2	
SORBI_3007G107850	SORBI_3007G107850		4	4	1	1	2	3	2	2
SORBI_3007G107900	SORBI_3007G107900		28	15	10	2	1	17	7	5
SORBI_3007G107950	SORBI_3007G107950		2							
SORBI_3007G108000	SORBI_3007G108000					4				11
SORBI_3007G108100	SORBI_3007G108100	91	650	496	688	102	171	708	440	186
SORBI_3007G108400	SORBI_3007G108400	13	13	16	15	6	18	12	16	3
SORBI_3007G108500	SORBI_3007G108500	48	43	52	58	23	18	61	30	21
SORBI_3007G108600	SORBI_3007G108600	7	3	6	5	3	3	3	4	1
SORBI_3007G108700	SORBI_3007G108700		2							
SORBI_3007G108800	SORBI_3007G108800	1				1	2			
SORBI_3007G108900	SORBI_3007G108900	333	11	28	32	11	29	36	20	14
SORBI_3007G109000	SORBI_3007G109000				29	7				7
SORBI_3007G109301	SORBI_3007G109301						7			
SORBI_3007G109400	SORBI_3007G109400				3	1				2
SORBI_3007G109700	SORBI_3007G109700		2		2	2	3	1	17	2
SORBI_3007G109800	SORBI_3007G109800					3			143	7
SORBI_3007G109900	SORBI_3007G109900	11	18	115	19	2	180	14		1
SORBI_3007G110200	SORBI_3007G110200	128	54	97	17	25	41	51	27	24
SORBI_3007G110600	SORBI_3007G110600	1								
SORBI_3007G110700	SORBI_3007G110700	4	4	5	4	4	5	4	3	3
SORBI_3007G110800	SORBI_3007G110800			85			333			
SORBI_3007G111100	SORBI_3007G111100	25	70	73	69	40	57	81	65	58
SORBI_3007G111200	SORBI_3007G111200	1	16	1	5			8	7	
SORBI_3007G111300	SORBI_3007G111300	11	252	275	242	63	395	208	102	38
SORBI_3007G111400	SORBI_3007G111400	4	2	7	4	6	5	4	7	
SORBI_3007G111500	SORBI_3007G111500	274	13	54	14	5	2	10		2
SORBI_3007G111600	SORBI_3007G111600	8	28	18	11	8	6	33	10	14
SORBI_3007G111700	SORBI_3007G111700		30						10	
SORBI_3007G112000	SORBI_3007G112000	12	41	21	34	12	10	47	39	10
SORBI_3007G112100	SORBI_3007G112100	4	166	127	286	58	158	167	394	16
SORBI_3007G112200	SORBI_3007G112200	15	69	51	65	13	36	58	40	17
SORBI_3007G112400	SORBI_3007G112400			6			2069	26		
SORBI_3007G112500	SORBI_3007G112500			2			29			
SORBI_3007G112600	SORBI_3007G112600	18	40	55	39	29	62	45	85	22
SORBI_3007G112700	SORBI_3007G112700	15	33	37	36	7	15	35	20	5
SORBI_3007G112766	SORBI_3007G112766	10	13	18	7	5	22	10	22	3
SORBI_3007G112832	SORBI_3007G112832		2	30			147	1		
SORBI_3007G112900	SORBI_3007G112900	4	7	7	10	2	2	8	8	2
SORBI_3007G113101	SORBI_3007G113101						1			
SORBI_3007G113300	SORBI_3007G113300	2	38	14	19	6	3	34	44	5
SORBI_3007G113400	SORBI_3007G113400	1					1			
SORBI_3007G113500	SORBI_3007G113500	11	2	4	2		14	1		
SORBI_3007G113600	SORBI_3007G113600	36	13	20	15	5	64	10	5	2
SORBI_3007G113800	SORBI_3007G113800	42	18	40	32	14	23	26	26	13
SORBI_3007G113900	SORBI_3007G113900	4	106	54	32	12	10	49	40	10
SORBI_3007G114000	SORBI_3007G114000	21	85	56	75	19	50	80	95	10
SORBI_3007G114100	SORBI_3007G114100						3			
SORBI_3007G114200	SORBI_3007G114200	80	132	190	149	38	178	127	114	34
SORBI_3007G114401	SORBI_3007G114401	4	6	8	6	3	5	5	15	1
SORBI_3007G114500	SORBI_3007G114500	39	173	48	109	31	13	86	84	17
SORBI_3007G114600	SORBI_3007G114600	6	29	18	18	5	13	26	25	7
SORBI_3007G114650	SORBI_3007G114650	13	30	30	18	10	129	35	8	6
SORBI_3007G114700	SORBI_3007G114700		3	1	3			2	3	
SORBI_3007G115100	SORBI_3007G115100	5	16	20	15	5	16	15	9	3
SORBI_3007G115200	SORBI_3007G115200	21	28	32	29	18	24	29	20	17
SORBI_3007G115400	SORBI_3007G115400		30	7		1	4	9	8	
SORBI_3007G115500	SORBI_3007G115500	7			2					
SORBI_3007G115600	SORBI_3007G115600		2							
SORBI_3007G115700	SORBI_3007G115700		19	20	6	16	1	3		10
SORBI_3007G115801	SORBI_3007G115801	11	21	27	36	11	11	23	29	13
SORBI_3007G115900	SORBI_3007G115900	2	7	6	5	3	9	8	8	2
SORBI_3007G116000	SORBI_3007G116000		11	8	8		12	17	2	
SORBI_3007G116100	SORBI_3007G116100	25	27	22	29	5	4	27	23	7
SORBI_3007G116200	SORBI_3007G116200	18	18	24	14	6	14	17	22	3
SORBI_3007G116400	SORBI_3007G116400	4	12	12	12	6	6	8	20	4
SORBI_3007G116500	SORBI_3007G116500		15	29	10	4	14	7	8	2
SORBI_3007G116600	SORBI_3007G116600	27	18	44	17	63	8	10	35	82
SORBI_3007G116700	SORBI_3007G116700	67		4	5	8	18	4		7
SORBI_3007G116766	SORBI_3007G116766				1	1	2			1
SORBI_3007G116800	SORBI_3007G116800		81	33	65	6	9	75	16	1
SORBI_3007G116950	SORBI_3007G116950	382	21	38	14	9	2	20	2	6
SORBI_3007G117100	SORBI_3007G117100	28	101	53	59	53	27	110	58	62
SORBI_3007G117400	SORBI_3007G117400	42	102	105	56	36	46	107	55	38
SORBI_3007G117500	SORBI_3007G117500	23	32	24	31	7	9	28	19	3
SORBI_3007G117800	SORBI_3007G117800	17	56	54	63	67	120	54	44	44
SORBI_3007G117900	SORBI_3007G117900								2	
SORBI_3007G118000	SORBI_3007G118000	17	45	45	47	15	48	50	50	10
SORBI_3007G118050	SORBI_3007G118050		3	3	6		8	5	5	
SORBI_3007G118075	SORBI_3007G118075		5	4	11	2	9	4	2	1
SORBI_3007G118100	SORBI_3007G118100	8	14	14	8	16	12	21	7	4
SORBI_3007G118200	SORBI_3007G118200	33	78	59	89	43	42	82	65	39
SORBI_3007G118301	SORBI_3007G118301	14		1	15			11		
SORBI_3007G118400	SORBI_3007G118400	1	8	8	9	4	5	7	7	3
SORBI_3007G118500	SORBI_3007G118500	10	34	49	40	9	71	29	26	6
SORBI_3007G118600	SORBI_3007G118600	16	32	40	31	14	43	38	34	13
SORBI_3007G118800	SORBI_3007G118800						1			
SORBI_3007G119000	SORBI_3007G119000		4					1		
SORBI_3007G119101	SORBI_3007G119101						72			
SORBI_3007G119200	SORBI_3007G119200	5	12	14	12	9	11	13	11	9
SORBI_3007G119300	SORBI_3007G119300			12	2		11	213		
SORBI_3007G119400	SORBI_3007G119400	12	3	5	4	1	5	7	1	1
SORBI_3007G119500	SORBI_3007G119500		3	17	2		2	5	3	
SORBI_3007G119600	SORBI_3007G119600	36	77	98	110	44	218	61	76	32
SORBI_3007G119700	SORBI_3007G119700	1	9	9	10	3	14	9	6	3
SORBI_3007G119800	SORBI_3007G119800	19	51	68	37	22	106	29	13	15
SORBI_3007G119900	SORBI_3007G119900	27	88	66	75	56	69	85	51	55
SORBI_3007G120200	SORBI_3007G120200		1			1			1	
SORBI_3007G120401	SORBI_3007G120401	275	151	202	115	84	172	219	141	113
SORBI_3007G120500	SORBI_3007G120500	16	54	57	43	23	51	44	37	13
SORBI_3007G120600	SORBI_3007G120600						18			
SORBI_3007G120650	SORBI_3007G120650						1			
SORBI_3007G120800	SORBI_3007G120800	30	107	89	87	65	118	93	122	43
SORBI_3007G121000	SORBI_3007G121000		3	6	20	3	10	25		3
SORBI_3007G121200	SORBI_3007G121200		6	4	10	2		28	3	
SORBI_3007G121300	SORBI_3007G121300	31	5	13	20	15	8	37	87	24
SORBI_3007G121400	SORBI_3007G121400		1	1				6	2	
SORBI_3007G121600	SORBI_3007G121600	1	76	25	76	10	13	121	64	1
SORBI_3007G121650	SORBI_3007G121650	1	40	26	109	10	8	69	59	2
SORBI_3007G121700	SORBI_3007G121700	1	4	5	13	4		23	1	2
SORBI_3007G122000	SORBI_3007G122000				6					
SORBI_3007G122200	SORBI_3007G122200	24	11	17	11	23	10	9	9	29
SORBI_3007G122400	SORBI_3007G122400		13	7	1			4	2	
SORBI_3007G122500	SORBI_3007G122500	5			2		2		5	1
SORBI_3007G122600	SORBI_3007G122600			23			249	3	1	
SORBI_3007G122700	SORBI_3007G122700	3	22	15	10	3	36	16	40	2
SORBI_3007G122932	SORBI_3007G122932	1	3	2		70	3	2	6	68
SORBI_3007G123000	SORBI_3007G123000				4	144			5	190
SORBI_3007G123100	SORBI_3007G123100		1	1	1				1	
SORBI_3007G123200	SORBI_3007G123200		4							
SORBI_3007G123400	SORBI_3007G123400		41	16	49	13		60	28	33
SORBI_3007G123500	SORBI_3007G123500	21	5	13	7	2	16	7	2	2
SORBI_3007G123600	SORBI_3007G123600	8	10	11	11	4	5	9	10	4
SORBI_3007G123800	SORBI_3007G123800	16	10	9	10		10	11		
SORBI_3007G123900	SORBI_3007G123900	31	61	75	70	56	58	96	52	79
SORBI_3007G124000	SORBI_3007G124000	3		1					3	
SORBI_3007G124100	SORBI_3007G124100	95	20	43	90	70	55	117	90	71
SORBI_3007G124200	SORBI_3007G124200	22	18	8	7	2	35	7	11	4
SORBI_3007G124301	SORBI_3007G124301		14	6	6	3		8	2	3
SORBI_3007G124400	SORBI_3007G124400	10	20	18	19	9	6	22	13	7
SORBI_3007G124500	SORBI_3007G124500	98	19	28	22	16	9	24	45	8
SORBI_3007G124800	SORBI_3007G124800							1	1	
SORBI_3007G124900	SORBI_3007G124900		2		1	2		2	2	3
SORBI_3007G125000	SORBI_3007G125000	37	61	86	68	27	106	57	61	21
SORBI_3007G125100	SORBI_3007G125100	2	3	1	4	1		2	3	
SORBI_3007G125200	SORBI_3007G125200						1			
SORBI_3007G125300	SORBI_3007G125300		8	4	10		6	9	8	
SORBI_3007G125400	SORBI_3007G125400		21	2					3	
SORBI_3007G125500	SORBI_3007G125500	5	10	10	7	4	6	14	6	4
SORBI_3007G125600	SORBI_3007G125600		12	4	42	1		18		3
SORBI_3007G125700	SORBI_3007G125700	20	170	92	105	49	53	189	121	45
SORBI_3007G125800	SORBI_3007G125800							2		
SORBI_3007G125900	SORBI_3007G125900	7	2	2	6	3	6	6		3
SORBI_3007G126000	SORBI_3007G126000				1	6	5			6
SORBI_3007G126100	SORBI_3007G126100	51	17	12	5	6	9	39	16	7
SORBI_3007G126200	SORBI_3007G126200	23	42	53	47	34	29	50	22	46
SORBI_3007G126300	SORBI_3007G126300				1		2	2	1	1
SORBI_3007G126400	SORBI_3007G126400	374	135	164	108	29	42	182	114	38
SORBI_3007G126500	SORBI_3007G126500	6	19	18	12	7	13	21	22	6
SORBI_3007G126600	SORBI_3007G126600	52	80	115	79	52	43	78	86	57
SORBI_3007G126800	SORBI_3007G126800	6	4	42	2	2		13		20
SORBI_3007G126900	SORBI_3007G126900	29	17	24	24	14	27	20	20	9
SORBI_3007G127000	SORBI_3007G127000	2					5	1	1	
SORBI_3007G127100	SORBI_3007G127100	7	5	5	9	3		4	8	
